,hurricane_id,date,time,status,latitude,longitude,max_wind,air_pressure,latitude_decimal,longitude_decimal,year,name
276,277,19790715,1200,TD,12.5N,46.3W,20,1014,12.08,-46.05,1979,Claudette
277,278,19790825,1200,TD,11.7N,36.1W,25,1008,11.12,-36.02,1979,David
278,279,19790829,600,TD,11.0N,25.5W,25,1009,11.0,-25.08,1979,Frederic
279,280,19790830,0,TD,25.5N,89.1W,25,1008,25.08,-89.02,1979,Elena
280,281,19790904,1200,TD,15.5N,21.0W,25,1005,15.08,-21.0,1979,Gloria
281,282,19790915,0,TD,20.3N,86.8W,25,1003,20.05,-86.13,1979,Henri
282,283,19800717,0,TD,30.5N,76.5W,20,-999,30.08,-76.08,1980,Unnamed
283,284,19800731,1200,DB,11.0N,30.0W,25,-999,11.0,-30.0,1980,Allen
284,285,19800814,0,TD,12.7N,35.5W,25,1010,12.12,-35.08,1980,Bonnie
285,286,19800820,1200,SD,36.0N,73.0W,25,1010,36.0,-73.0,1980,Charley
286,287,19800901,0,TD,15.6N,38.0W,30,1010,15.1,-38.0,1980,Georges
287,288,19800904,1200,TD,17.7N,24.0W,25,1008,17.12,-24.0,1980,Earl
288,289,19800904,1800,TD,28.3N,90.6W,25,1010,28.05,-90.1,1980,Danielle
289,290,19800906,0,TD,12.5N,19.0W,25,1010,12.08,-19.0,1980,Frances
290,291,19800920,1200,TD,14.6N,77.2W,25,1008,14.1,-77.03,1980,Hermine
291,292,19801001,0,EX,33.6N,20.0W,25,1010,33.1,-20.0,1980,Ivan
292,293,19801107,1800,DB,13.6N,82.6W,20,1008,13.1,-82.1,1980,Jeanne
293,294,19801125,0,SS,36.0N,46.0W,50,988,36.0,-46.0,1980,Karl
294,295,19810406,1200,TD,21.0N,61.5W,25,-999,21.0,-61.08,1981,Unnamed
295,296,19810506,1800,TD,18.4N,83.6W,30,1006,18.07,-83.1,1981,Arlene
296,297,19810629,1200,SS,36.0N,65.0W,35,1012,36.0,-65.0,1981,Bret
297,298,19810802,1800,SD,36.1N,67.8W,30,1010,36.02,-67.13,1981,Cindy
298,299,19810807,600,TD,10.5N,25.7W,30,1009,10.08,-25.12,1981,Dennis
299,300,19810831,1200,SD,29.8N,72.7W,30,1008,29.13,-72.12,1981,Emily
300,301,19810903,1200,TD,16.2N,60.3W,20,1010,16.03,-60.05,1981,Floyd
301,302,19810907,0,TD,14.8N,54.0W,25,1013,14.13,-54.0,1981,Gert
302,303,19810911,1800,TD,14.0N,49.0W,25,1009,14.0,-49.0,1981,Harvey
303,304,19810921,1200,TD,13.5N,32.5W,25,1015,13.08,-32.08,1981,Irene
304,305,19811029,1200,TD,25.0N,47.5W,25,1010,25.0,-47.08,1981,Jose
305,306,19811103,0,TD,16.9N,81.2W,25,1005,16.15,-81.03,1981,Katrina
306,307,19820602,1200,TD,21.7N,87.1W,20,1005,21.12,-87.02,1982,Alberto
307,308,19820618,0,SD,25.8N,86.4W,25,1004,25.13,-86.07,1982,Unnamed
308,309,19820828,1200,TD,13.7N,22.2W,30,1008,13.12,-22.03,1982,Beryl
309,310,19820909,0,SD,26.2N,91.0W,25,1010,26.03,-91.0,1982,Chris
310,311,19820913,1200,TD,19.8N,69.5W,30,1010,19.13,-69.08,1982,Debby
311,312,19820930,1200,TD,24.8N,65.4W,30,1006,24.13,-65.07,1982,Ernesto
312,313,19830723,1200,TD,10.0N,38.0W,20,-999,10.0,-38.0,1983,Unnamed
313,314,19830815,1200,TD,27.3N,90.5W,30,1009,27.05,-90.08,1983,Alicia
314,315,19830823,1800,TD,26.0N,76.0W,25,1012,26.0,-76.0,1983,Barry
315,316,19830910,1200,TD,30.2N,64.4W,25,1010,30.03,-64.07,1983,Chantal
316,317,19830926,1800,SS,28.0N,73.0W,35,1010,28.0,-73.0,1983,Dean
317,318,19840611,1200,TD,28.0N,75.5W,20,-999,28.0,-75.08,1984,Unnamed
318,319,19840828,1800,TD,10.5N,51.0W,25,1010,10.08,-51.0,1984,Arthur
319,320,19840830,1200,TD,13.1N,41.0W,25,1009,13.02,-41.0,1984,Bertha
320,321,19840831,0,SD,36.6N,66.9W,25,1008,36.1,-66.15,1984,Cesar
321,322,19840908,1200,TS,28.5N,77.4W,35,1008,28.08,-77.07,1984,Diana
322,323,19840914,0,TD,20.3N,96.1W,30,1000,20.05,-96.02,1984,Edouard
323,324,19840915,1200,TD,13.7N,21.3W,25,1010,13.12,-21.05,1984,Fran
324,325,19840916,1800,TD,28.6N,65.5W,30,1009,28.1,-65.08,1984,Gustav
325,326,19840923,0,SD,31.3N,58.3W,30,1009,31.05,-58.05,1984,Hortense
326,327,19840925,1200,TD,23.4N,73.0W,30,1003,23.07,-73.0,1984,Isidore
327,328,19841007,600,SD,24.1N,68.9W,25,1010,24.02,-68.15,1984,Josephine
328,329,19841105,1800,TD,14.7N,68.8W,15,1004,14.12,-68.13,1984,Klaus
329,330,19841212,1200,SS,34.5N,60.5W,50,995,34.08,-60.08,1984,Lili
330,331,19850715,1800,TD,29.4N,64.2W,30,1011,29.07,-64.03,1985,Ana
331,332,19850721,600,TD,26.0N,85.0W,25,1012,26.0,-85.0,1985,Bob
332,333,19850809,1800,SD,31.5N,80.5W,25,1013,31.08,-80.08,1985,Claudette
333,334,19850812,0,TD,18.5N,80.7W,25,1010,18.08,-80.12,1985,Danny
334,335,19850828,0,TD,19.8N,74.0W,30,1012,19.13,-74.0,1985,Elena
335,336,19850908,1200,TD,20.0N,27.0W,25,-999,20.0,-27.0,1985,Unnamed
336,337,19850915,1800,TD,23.6N,70.8W,25,1008,23.1,-70.13,1985,Fabian
337,338,19850916,1200,TD,13.3N,23.6W,25,1009,13.05,-23.1,1985,Gloria
338,339,19850921,1800,TD,29.6N,74.3W,25,1008,29.1,-74.05,1985,Henri
339,340,19851007,0,TD,17.8N,69.2W,30,1006,17.13,-69.03,1985,Isabel
340,341,19851026,0,TD,24.5N,90.5W,30,1005,24.08,-90.08,1985,Juan
341,342,19851115,1800,TS,21.1N,63.8W,35,999,21.02,-63.13,1985,Kate
342,343,19860605,0,SD,26.2N,75.8W,30,1007,26.03,-75.13,1986,Andrew
343,344,19860623,1800,TD,25.6N,87.2W,25,1014,25.1,-87.03,1986,Bonnie
344,345,19860723,1200,TD,24.0N,54.9W,20,-999,24.0,-54.15,1986,Unnamed
345,346,19860813,1200,SD,30.1N,84.0W,10,1009,30.02,-84.0,1986,Charley
346,347,19860907,600,TD,10.5N,52.0W,25,1008,10.08,-52.0,1986,Danielle
347,348,19860910,1800,TD,21.8N,50.8W,30,1010,21.13,-50.13,1986,Earl
348,349,19861118,1800,TD,22.8N,62.8W,30,1009,22.13,-62.13,1986,Frances
349,350,19870524,1200,TD,21.2N,68.5W,25,-999,21.03,-68.08,1987,Unnamed
350,351,19870808,0,LO,34.3N,77.5W,10,1016,34.05,-77.08,1987,Arlene
351,352,19870818,0,TD,14.8N,20.0W,25,1011,14.13,-20.0,1987,Bret
352,353,19870905,1200,TD,15.2N,31.3W,25,1011,15.03,-31.05,1987,Cindy
353,354,19870908,1800,TD,10.8N,18.4W,25,1012,10.13,-18.07,1987,Dennis
354,355,19870920,0,TD,9.8N,51.3W,25,1008,9.13,-51.05,1987,Emily
355,356,19871009,600,TD,15.0N,82.6W,25,1004,15.0,-82.1,1987,Floyd
356,357,19880805,1800,TD,32.0N,77.5W,20,1015,32.0,-77.08,1988,Alberto
357,358,19880808,0,TD,30.4N,90.3W,25,1010,30.07,-90.05,1988,Beryl
358,359,19880821,1200,TD,14.9N,43.3W,25,1009,14.15,-43.05,1988,Chris
359,360,19880831,1800,TD,20.1N,91.0W,25,1006,20.02,-91.0,1988,Debby
360,361,19880903,0,TD,32.5N,60.5W,25,1016,32.08,-60.08,1988,Ernesto
361,362,19880907,0,TD,12.5N,17.5W,25,1011,12.08,-17.08,1988,Unnamed
362,363,19880907,600,TD,22.8N,92.0W,25,1000,22.13,-92.0,1988,Florence
363,364,19880908,1800,TD,12.0N,54.0W,25,1008,12.0,-54.0,1988,Gilbert
364,365,19880919,1800,TD,13.4N,31.6W,30,1009,13.07,-31.1,1988,Helene
365,366,19880928,1800,TD,9.0N,45.5W,25,1009,9.0,-45.08,1988,Isaac
366,367,19881010,1800,TD,8.9N,42.2W,25,1010,8.15,-42.03,1988,Joan
367,368,19881117,1800,TD,14.9N,74.3W,30,1008,14.15,-74.05,1988,Keith
368,369,19890615,1800,TD,20.7N,94.3W,25,-999,20.12,-94.05,1989,Unnamed
369,370,19890624,1800,TD,27.0N,96.0W,30,1008,27.0,-96.0,1989,Allison
370,371,19890709,1800,TD,12.8N,37.8W,25,1015,12.13,-37.13,1989,Barry
371,372,19890730,1200,TD,22.5N,90.0W,20,1011,22.08,-90.0,1989,Chantal
372,373,19890731,600,TD,14.8N,41.8W,25,1010,14.13,-41.13,1989,Dean
373,374,19890818,0,TD,14.3N,22.4W,25,1012,14.05,-22.07,1989,Erin
374,375,19890826,0,TD,16.8N,21.0W,25,1009,16.13,-21.0,1989,Felix
375,376,19890830,1200,TD,11.6N,21.0W,25,1011,11.1,-21.0,1989,Gabrielle
376,377,19890910,1200,TD,13.2N,20.0W,25,1010,13.03,-20.0,1989,Hugo
377,378,19890916,1800,TD,11.3N,44.0W,25,1017,11.05,-44.0,1989,Iris
378,379,19891012,1200,TD,19.4N,92.4W,25,1009,19.07,-92.07,1989,Jerry
379,380,19891128,1200,TD,17.1N,84.0W,25,1005,17.02,-84.0,1989,Karen
380,381,19900524,1800,TD,18.8N,84.0W,25,-999,18.13,-84.0,1990,Unnamed
381,382,19900722,600,TD,8.8N,41.9W,25,1010,8.13,-41.15,1990,Arthur
382,383,19900724,1200,SD,34.0N,75.0W,20,1012,34.0,-75.0,1990,Bertha
383,384,19900731,0,TD,10.1N,22.2W,25,1014,10.02,-22.03,1990,Cesar
384,385,19900802,1800,SD,38.0N,23.0W,30,1015,38.0,-23.0,1990,Edouard
385,386,19900804,0,TD,13.2N,79.5W,25,1009,13.03,-79.08,1990,Diana
386,387,19900811,1200,TD,9.0N,32.1W,25,1010,9.0,-32.02,1990,Fran
387,388,19900824,600,TD,12.6N,45.9W,25,1010,12.1,-45.15,1990,Gustav
388,389,19900825,0,TD,12.5N,35.0W,25,1010,12.08,-35.0,1990,Hortense
389,390,19900904,0,TD,7.2N,23.4W,25,1010,7.03,-23.07,1990,Isidore
390,391,19900921,600,TD,14.0N,32.0W,30,1009,14.0,-32.0,1990,Josephine
391,392,19901003,1200,TD,15.6N,59.3W,30,1008,15.1,-59.05,1990,Klaus
392,393,19901006,600,SS,36.0N,44.0W,45,1000,36.0,-44.0,1990,Lili
393,394,19901009,1200,TD,22.5N,79.5W,25,1004,22.08,-79.08,1990,Marco
394,395,19901016,0,TD,22.2N,60.4W,25,1009,22.03,-60.07,1990,Nana
395,396,19910629,1200,LO,25.9N,78.0W,20,1012,25.15,-78.0,1991,Ana
396,397,19910705,1800,TD,23.4N,96.2W,25,-999,23.07,-96.03,1991,Unnamed
397,398,19910816,0,TD,25.6N,74.3W,25,1014,25.1,-74.05,1991,Bob
398,399,19910904,1200,TD,26.7N,55.9W,25,1014,26.12,-55.15,1991,Claudette
399,400,19910907,0,TD,10.4N,25.8W,25,1010,10.07,-25.13,1991,Danny
400,401,19910908,1800,TD,24.2N,49.1W,25,1011,24.03,-49.02,1991,Erika
401,402,19911015,0,TD,18.9N,85.7W,25,1010,18.15,-85.12,1991,Fabian
402,403,19911025,1800,SD,27.1N,64.9W,25,1008,27.02,-64.15,1991,Grace
403,404,19920421,1200,SD,24.0N,59.0W,25,1006,24.0,-59.0,1992,Unnamed
404,405,19920816,1800,TD,10.8N,35.5W,25,1010,10.13,-35.08,1992,Andrew
405,406,19920917,1800,TD,33.8N,59.0W,30,1009,33.13,-59.0,1992,Bonnie
406,407,19920921,1800,TD,30.0N,33.0W,25,1012,30.0,-33.0,1992,Charley
407,408,19920922,1200,TD,32.5N,74.6W,30,1009,32.08,-74.1,1992,Danielle
408,409,19920926,1800,TD,26.2N,69.1W,25,1009,26.03,-69.02,1992,Earl
409,410,19921022,1200,EX,26.3N,60.8W,30,1009,26.05,-60.13,1992,Frances
410,411,19930531,1200,TD,21.5N,84.0W,25,1003,21.08,-84.0,1993,Unnamed
411,412,19930618,0,TD,20.5N,91.9W,25,1006,20.08,-91.15,1993,Arlene
412,413,19930804,1200,TD,10.4N,40.3W,30,1010,10.07,-40.05,1993,Bret
413,414,19930814,1200,TD,14.1N,59.5W,30,1012,14.02,-59.08,1993,Cindy
414,415,19930822,1800,TD,19.9N,52.6W,30,1020,19.15,-52.1,1993,Emily
415,416,19930823,1200,TD,13.6N,30.8W,25,1010,13.1,-30.13,1993,Dennis
416,417,19930907,1200,TD,24.7N,67.5W,25,1012,24.12,-67.08,1993,Floyd
417,418,19930914,1800,TD,10.6N,80.7W,25,1008,10.1,-80.12,1993,Gert
418,419,19930918,1800,TD,26.7N,61.8W,30,1014,26.12,-61.13,1993,Harvey
419,420,19940630,600,TD,21.7N,83.6W,25,1011,21.12,-83.1,1994,Alberto
420,421,19940720,600,TD,32.2N,78.9W,25,1017,32.03,-78.15,1994,Unnamed
421,422,19940814,1200,TD,28.7N,87.2W,20,1013,28.12,-87.03,1994,Beryl
422,423,19940816,1200,TD,11.3N,39.4W,30,1010,11.05,-39.07,1994,Chris
423,424,19940909,1200,TD,13.1N,56.8W,25,1011,13.02,-56.13,1994,Debby
424,425,19940921,1800,TD,10.1N,29.9W,25,1010,10.02,-29.15,1994,Ernesto
425,426,19941102,0,SD,22.7N,47.0W,30,1011,22.12,-47.0,1994,Florence
426,427,19941108,1200,TD,11.9N,82.3W,25,1009,11.15,-82.05,1994,Gordon
427,428,19950603,0,TD,17.4N,84.3W,30,1005,17.07,-84.05,1995,Allison
428,429,19950705,600,TD,32.0N,72.0W,20,1019,32.0,-72.0,1995,Barry
429,430,19950712,0,TD,17.1N,54.9W,25,1012,17.02,-54.15,1995,Chantal
430,431,19950728,1800,TD,26.2N,86.6W,25,1009,26.03,-86.1,1995,Dean
431,432,19950731,0,TS,22.3N,73.2W,45,1004,22.05,-73.03,1995,Erin
432,433,19950805,1800,TD,20.2N,95.2W,20,1008,20.03,-95.03,1995,Unnamed
433,434,19950808,0,TD,14.3N,30.8W,30,1010,14.05,-30.13,1995,Felix
434,435,19950809,1800,TD,23.7N,94.8W,30,1007,23.12,-94.13,1995,Gabrielle
435,436,19950822,0,TD,13.2N,33.0W,30,1009,13.03,-33.0,1995,Humberto
436,437,19950822,1200,TD,13.2N,49.3W,30,1008,13.03,-49.05,1995,Iris
437,438,19950822,1800,TD,23.7N,78.7W,20,1010,23.12,-78.12,1995,Jerry
438,439,19950826,1200,TD,15.4N,32.7W,30,1009,15.07,-32.12,1995,Karen
439,440,19950828,1800,TD,11.4N,27.5W,30,1008,11.07,-27.08,1995,Luis
440,441,19950912,1800,TD,11.7N,50.9W,30,1006,11.12,-50.15,1995,Marilyn
441,442,19950926,1800,TD,10.4N,37.7W,25,1007,10.07,-37.12,1995,Noel
442,443,19950927,1800,TD,19.1N,87.3W,25,1004,19.02,-87.05,1995,Opal
443,444,19951004,1800,TD,8.3N,31.4W,30,1009,8.05,-31.07,1995,Pablo
444,445,19951007,1800,TD,14.0N,82.1W,25,1005,14.0,-82.02,1995,Roxanne
445,446,19951020,1200,TD,13.8N,53.8W,25,1006,13.13,-53.13,1995,Sebastien
446,447,19951027,0,TD,24.6N,59.2W,30,1004,24.1,-59.03,1995,Tanya
447,448,19960617,1800,TD,26.8N,77.8W,25,1010,26.13,-77.13,1996,Arthur
448,449,19960705,0,TD,9.8N,34.0W,30,1009,9.13,-34.0,1996,Bertha
449,450,19960724,1800,TD,11.8N,62.6W,25,1009,11.13,-62.1,1996,Cesar
450,451,19960819,600,TD,17.3N,80.2W,25,1009,17.05,-80.03,1996,Dolly
451,452,19960819,1800,TD,12.4N,19.9W,25,1007,12.07,-19.15,1996,Edouard
452,453,19960823,1200,TD,14.0N,21.0W,25,1012,14.0,-21.0,1996,Fran
453,454,19960826,0,TD,12.7N,23.0W,30,1008,12.12,-23.0,1996,Gustav
454,455,19960903,1200,TD,14.9N,41.0W,25,1006,14.15,-41.0,1996,Hortense
455,456,19960924,1200,TD,8.6N,23.3W,25,1008,8.1,-23.05,1996,Isidore
456,457,19961004,1800,TD,22.7N,96.2W,25,1003,22.12,-96.03,1996,Josephine
457,458,19961011,1200,TD,17.3N,86.5W,30,1006,17.05,-86.08,1996,Kyle
458,459,19961014,1200,TD,12.8N,80.4W,25,1006,12.13,-80.07,1996,Lili
459,460,19961113,1200,LO,10.5N,77.5W,20,1009,10.08,-77.08,1996,Marco
460,461,19970531,1800,LO,28.5N,77.4W,25,1011,28.08,-77.07,1997,Unnamed
461,462,19970630,1200,TD,32.0N,77.2W,30,1013,32.0,-77.03,1997,Ana
462,463,19970711,600,TD,30.4N,69.9W,30,1014,30.07,-69.15,1997,Bill
463,464,19970713,0,EX,31.3N,73.6W,25,1012,31.05,-73.1,1997,Claudette
464,465,19970716,1200,TD,27.4N,92.6W,25,1013,27.07,-92.1,1997,Danny
465,466,19970903,600,TD,10.9N,44.1W,30,1006,10.15,-44.02,1997,Erika
466,467,19971004,1800,TD,24.2N,64.5W,25,1009,24.03,-64.08,1997,Fabian
467,468,19971014,1200,TD,20.0N,68.7W,30,1002,20.0,-68.12,1997,Grace
468,469,19980727,1200,TD,11.3N,25.4W,25,1009,11.05,-25.07,1998,Alex
469,470,19980819,1200,TD,14.7N,48.1W,25,1009,14.12,-48.02,1998,Bonnie
470,471,19980821,600,TD,25.3N,92.3W,25,1008,25.05,-92.05,1998,Charley
471,472,19980824,600,TD,13.4N,34.3W,25,1007,13.07,-34.05,1998,Danielle
472,473,19980831,1200,TD,21.6N,93.5W,30,1005,21.1,-93.08,1998,Earl
473,474,19980908,1800,TD,25.5N,94.5W,30,1000,25.08,-94.08,1998,Frances
474,475,19980915,1200,TD,9.7N,25.1W,30,1009,9.12,-25.02,1998,Georges
475,476,19980917,1200,TD,26.9N,90.3W,30,1001,26.15,-90.05,1998,Hermine
476,477,19980919,0,TD,13.4N,26.6W,25,1010,13.07,-26.1,1998,Ivan
477,478,19980921,600,TD,9.6N,17.4W,30,1008,9.1,-17.07,1998,Jeanne
478,479,19980923,1200,TD,33.3N,65.4W,25,1003,33.05,-65.07,1998,Karl
479,480,19981005,0,TD,13.9N,46.4W,30,1008,13.15,-46.07,1998,Lisa
480,481,19981022,0,TD,11.6N,76.1W,30,1002,11.1,-76.02,1998,Mitch
481,482,19981124,0,TD,28.3N,28.0W,30,1010,28.05,-28.0,1998,Nicole
482,483,19990611,1800,TD,27.1N,58.1W,30,1010,27.02,-58.02,1999,Arlene
483,484,19990702,1800,TD,20.2N,95.0W,30,1006,20.03,-95.0,1999,Unnamed
484,485,19990818,1800,TD,19.5N,94.4W,30,1010,19.08,-94.07,1999,Bret
485,486,19990819,0,TD,13.5N,18.9W,30,1003,13.08,-18.15,1999,Cindy
486,487,19990824,0,TD,21.5N,67.7W,30,1009,21.08,-67.12,1999,Dennis
487,488,19990824,600,TD,11.5N,53.6W,30,1007,11.08,-53.1,1999,Emily
488,489,19990907,1800,TD,14.6N,45.6W,25,1008,14.1,-45.1,1999,Floyd
489,490,19990911,1200,TD,12.6N,24.2W,30,1006,12.1,-24.03,1999,Gert
490,491,19990919,600,TD,25.0N,87.8W,30,1005,25.0,-87.13,1999,Harvey
491,492,19991012,1200,LO,15.9N,82.0W,20,1006,15.15,-82.0,1999,Irene
492,493,19991017,1800,TD,9.8N,50.8W,25,1006,9.13,-50.13,1999,Jose
493,494,19991028,1800,TD,11.4N,80.9W,30,1001,11.07,-80.15,1999,Katrina
494,495,19991113,1800,TD,16.7N,81.6W,30,1003,16.12,-81.1,1999,Lenny
495,496,20000607,1800,TD,21.0N,93.0W,25,1008,21.0,-93.0,2000,Unnamed
496,497,20000803,1800,TD,10.8N,18.0W,25,1007,10.13,-18.0,2000,Alberto
497,498,20000813,1800,TD,22.5N,93.5W,30,1008,22.08,-93.08,2000,Beryl
498,499,20000817,1200,TD,14.2N,51.9W,25,1009,14.03,-51.15,2000,Chris
499,500,20000819,1800,TD,12.0N,44.5W,30,1010,12.0,-44.08,2000,Debby
500,501,20000901,1200,TD,14.8N,45.2W,25,1009,14.13,-45.03,2000,Ernesto
501,502,20000910,1800,SD,30.9N,70.9W,30,1007,30.15,-70.15,2000,Florence
502,503,20000914,1200,TD,19.8N,87.3W,25,1008,19.13,-87.05,2000,Gordon
503,504,20000915,1200,TD,14.9N,52.2W,25,1010,14.15,-52.03,2000,Helene
504,505,20000921,1200,TD,11.5N,23.0W,30,1008,11.08,-23.0,2000,Isaac
505,506,20000925,1200,TD,11.2N,29.6W,25,1009,11.03,-29.1,2000,Joyce
506,507,20000928,1800,TD,16.1N,82.9W,25,1005,16.02,-82.15,2000,Keith
507,508,20001004,1200,SD,29.0N,81.4W,30,1012,29.0,-81.07,2000,Leslie
508,509,20001015,1200,SD,30.0N,71.2W,30,1007,30.0,-71.03,2000,Michael
509,510,20001019,1200,TD,26.2N,59.9W,25,1009,26.03,-59.15,2000,Nadine
510,511,20010605,1200,TS,27.5N,95.0W,40,1007,27.08,-95.0,2001,Allison
511,512,20010711,1800,TD,10.9N,42.1W,25,1011,10.15,-42.02,2001,Unnamed
512,513,20010802,1200,TD,25.7N,84.8W,30,1011,25.12,-84.13,2001,Barry
513,514,20010814,1800,TD,12.8N,37.0W,25,1010,12.13,-37.0,2001,Chantal
514,515,20010822,1200,TS,17.9N,64.3W,45,1010,17.15,-64.05,2001,Dean
515,516,20010901,1800,TD,12.5N,34.3W,30,1006,12.08,-34.05,2001,Erin
516,517,20010907,1800,TD,13.9N,28.4W,30,1008,13.15,-28.07,2001,Felix
517,518,20010911,1800,TD,25.8N,84.1W,25,1010,25.13,-84.02,2001,Gabrielle
518,519,20010921,1200,TD,25.1N,64.2W,25,1012,25.02,-64.03,2001,Humberto
519,520,20011004,1200,TD,12.3N,58.2W,25,1011,12.05,-58.03,2001,Iris
520,521,20011006,1200,TD,10.6N,50.6W,25,1008,10.1,-50.1,2001,Jerry
521,522,20011011,600,EX,27.5N,63.0W,30,1009,27.08,-63.0,2001,Karen
522,523,20011027,1200,TD,27.2N,34.9W,30,1010,27.03,-34.15,2001,Lorenzo
523,524,20011029,1800,TD,13.3N,83.6W,30,1004,13.05,-83.1,2001,Michelle
524,525,20011104,0,SS,33.9N,50.4W,45,988,33.15,-50.07,2001,Noel
525,526,20011123,600,EX,30.5N,51.0W,25,1003,30.08,-51.0,2001,Olga
526,527,20020714,1800,TD,34.3N,76.8W,30,1009,34.05,-76.13,2002,Arthur
527,528,20020804,1800,TD,29.0N,88.5W,25,1012,29.0,-88.08,2002,Bertha
528,529,20020805,1800,TD,32.0N,77.2W,30,1008,32.0,-77.03,2002,Cristobal
529,530,20020829,1200,TD,9.5N,31.2W,30,1007,9.08,-31.03,2002,Dolly
530,531,20020901,1800,TD,29.2N,78.8W,30,1013,29.03,-78.13,2002,Edouard
531,532,20020905,1800,TD,28.0N,93.8W,30,1009,28.0,-93.13,2002,Fay
532,533,20020907,1200,TD,24.3N,47.5W,30,1013,24.05,-47.08,2002,Unnamed
533,534,20020908,1200,SD,29.0N,71.0W,30,1009,29.0,-71.0,2002,Gustav
534,535,20020912,0,TD,26.3N,86.6W,30,1001,26.05,-86.1,2002,Hanna
535,536,20020914,1800,TD,10.0N,60.5W,25,1009,10.0,-60.08,2002,Isidore
536,537,20020917,1200,TD,32.7N,52.4W,30,1016,32.12,-52.07,2002,Josephine
537,538,20020920,1800,SD,28.3N,51.8W,25,1007,28.05,-51.13,2002,Kyle
538,539,20020921,1800,TD,10.2N,44.6W,25,1009,10.03,-44.1,2002,Lili
539,540,20030418,0,EX,29.1N,66.2W,30,1008,29.02,-66.03,2003,Ana
540,541,20030611,0,TD,9.5N,40.8W,30,1009,9.08,-40.13,2003,Unnamed
541,542,20030628,600,LO,19.5N,89.0W,20,1009,19.08,-89.0,2003,Bill
542,543,20030707,0,WV,11.1N,53.5W,25,1010,11.02,-53.08,2003,Claudette
543,544,20030716,1200,TD,30.8N,54.1W,25,1017,30.13,-54.02,2003,Danny
544,545,20030814,1800,TS,26.4N,83.3W,35,1011,26.07,-83.05,2003,Erika
545,546,20030827,1800,TD,14.6N,30.7W,25,1009,14.1,-30.12,2003,Fabian
546,547,20030830,1200,TD,24.3N,92.4W,30,1008,24.05,-92.07,2003,Grace
547,548,20030903,1800,TD,27.4N,87.7W,25,1013,27.07,-87.12,2003,Henri
548,549,20030906,0,TD,13.8N,31.4W,30,1009,13.13,-31.07,2003,Isabel
