,hurricane_id,date,time,status,latitude,longitude,max_wind,air_pressure,latitude_decimal,longitude_decimal,year,name
549,550,20030924,1200,TD,28.2N,62.4W,25,1009,28.03,-62.07,2003,Juan
550,551,20030925,1800,TD,11.8N,37.7W,30,1008,11.13,-37.12,2003,Kate
551,552,20030927,1800,LO,18.5N,84.7W,15,1009,18.08,-84.12,2003,Larry
552,553,20031010,1800,TS,19.1N,68.8W,40,1004,19.02,-68.13,2003,Mindy
553,554,20031013,0,TD,9.5N,37.0W,25,1009,9.08,-37.0,2003,Nicholas
554,555,20031204,1200,TD,12.9N,76.2W,30,1005,12.15,-76.03,2003,Odette
555,556,20031207,1800,SS,27.5N,34.5W,40,1005,27.08,-34.08,2003,Peter
556,557,20040731,1800,TD,30.3N,78.3W,25,1010,30.05,-78.05,2004,Alex
557,558,20040803,1200,TD,12.9N,53.6W,25,1010,12.15,-53.1,2004,Bonnie
558,559,20040809,1200,TD,11.4N,59.2W,30,1010,11.07,-59.03,2004,Charley
559,560,20040813,1200,TD,12.3N,21.8W,30,1009,12.05,-21.13,2004,Danielle
560,561,20040813,1800,TD,9.0N,45.6W,30,1011,9.0,-45.1,2004,Earl
561,562,20040825,0,TD,11.1N,35.2W,25,1009,11.02,-35.03,2004,Frances
562,563,20040827,1200,TD,31.8N,78.1W,25,1015,31.13,-78.02,2004,Gaston
563,564,20040827,1800,TD,29.0N,65.2W,25,1016,29.0,-65.03,2004,Hermine
564,565,20040902,1800,TD,9.7N,27.6W,25,1009,9.12,-27.1,2004,Ivan
565,566,20040907,1200,TD,31.5N,39.7W,25,1009,31.08,-39.12,2004,Unnamed
566,567,20040913,1800,TD,15.9N,60.0W,25,1010,15.15,-60.0,2004,Jeanne
567,568,20040916,600,TD,11.2N,29.2W,30,1008,11.03,-29.03,2004,Karl
568,569,20040919,1800,TD,13.3N,32.4W,30,1004,13.05,-32.07,2004,Lisa
569,570,20041008,1200,TD,24.0N,95.4W,30,1007,24.0,-95.07,2004,Matthew
570,571,20041010,0,EX,30.0N,65.2W,40,1000,30.0,-65.03,2004,Nicole
571,572,20041126,0,EX,28.0N,40.0W,30,1009,28.0,-40.0,2004,Otto
572,573,20050608,1800,TD,16.9N,84.0W,25,1004,16.15,-84.0,2005,Arlene
573,574,20050628,1800,TD,19.7N,95.4W,30,1006,19.12,-95.07,2005,Bret
574,575,20050703,1800,TD,18.3N,86.7W,30,1009,18.05,-86.12,2005,Cindy
575,576,20050704,1800,TD,12.0N,60.8W,25,1010,12.0,-60.13,2005,Dennis
576,577,20050711,0,TD,10.7N,42.4W,25,1010,10.12,-42.07,2005,Emily
577,578,20050721,1800,TD,25.0N,75.0W,30,1010,25.0,-75.0,2005,Franklin
578,579,20050723,1800,TD,19.3N,92.9W,25,1011,19.05,-92.15,2005,Gert
579,580,20050802,1800,TD,28.2N,68.8W,30,1006,28.03,-68.13,2005,Harvey
580,581,20050804,1800,TD,12.9N,33.5W,25,1009,12.15,-33.08,2005,Irene
581,582,20050813,1200,TD,13.3N,43.6W,25,1009,13.05,-43.1,2005,Ten
582,583,20050822,1200,TD,19.4N,94.5W,30,1006,19.07,-94.08,2005,Jose
583,584,20050823,1800,TD,23.1N,75.1W,30,1008,23.02,-75.02,2005,Katrina
584,585,20050828,1200,TD,14.0N,45.1W,25,1009,14.0,-45.02,2005,Lee
585,586,20050901,1200,TD,18.8N,45.5W,30,1008,18.13,-45.08,2005,Maria
586,587,20050905,1800,TD,28.4N,67.0W,30,1008,28.07,-67.0,2005,Nate
587,588,20050906,600,TD,25.8N,78.6W,25,1009,25.13,-78.1,2005,Ophelia
588,589,20050917,1200,TD,13.3N,54.5W,30,1008,13.05,-54.08,2005,Philippe
589,590,20050918,0,TD,21.3N,69.9W,25,1009,21.05,-69.15,2005,Rita
590,591,20050930,1200,TD,11.8N,32.7W,25,1009,11.13,-32.12,2005,Nineteen
591,592,20051001,1200,TD,18.9N,85.6W,25,1007,18.15,-85.1,2005,Stan
592,593,20051004,0,LO,33.8N,31.8W,30,1012,33.13,-31.13,2005,Unnamed
593,594,20051005,600,TS,27.3N,79.7W,35,1006,27.05,-79.12,2005,Tammy
594,595,20051008,600,SD,26.1N,57.4W,30,1009,26.02,-57.07,2005,Twenty-Two
595,596,20051008,600,SS,32.9N,20.6W,40,1001,32.15,-20.1,2005,Vince
596,597,20051015,1800,TD,17.6N,78.5W,25,1004,17.1,-78.08,2005,Wilma
597,598,20051022,1200,TD,15.8N,67.5W,30,1007,15.13,-67.08,2005,Alpha
598,599,20051026,1800,TD,10.4N,80.9W,30,1007,10.07,-80.15,2005,Beta
599,600,20051114,0,TD,13.2N,62.1W,30,1007,13.03,-62.02,2005,Gamma
600,601,20051119,1200,EX,27.0N,48.0W,25,1010,27.0,-48.0,2005,Delta
601,602,20051129,600,TS,31.5N,49.2W,45,993,31.08,-49.03,2005,Epsilon
602,603,20051230,0,TD,23.9N,35.6W,30,1009,23.15,-35.1,2005,Zeta
603,604,20060101,0,TS,25.6N,38.3W,50,997,25.1,-38.05,2006,Zeta
604,605,20060610,600,TD,20.0N,85.0W,25,1004,20.0,-85.0,2006,Alberto
605,606,20060716,1200,EX,37.2N,68.7W,30,1009,37.03,-68.12,2006,Unnamed
606,607,20060718,1200,TD,32.3N,73.3W,30,1010,32.05,-73.05,2006,Beryl
607,608,20060801,0,TD,16.3N,58.1W,30,1011,16.05,-58.02,2006,Chris
608,609,20060821,1800,TD,11.6N,21.7W,30,1007,11.1,-21.12,2006,Debby
609,610,20060824,1800,TD,12.7N,61.6W,30,1008,12.12,-61.1,2006,Ernesto
610,611,20060903,1800,TD,14.1N,39.4W,30,1007,14.02,-39.07,2006,Florence
611,612,20060910,1800,TD,20.2N,53.8W,25,1012,20.03,-53.13,2006,Gordon
612,613,20060912,1200,TD,11.9N,22.0W,25,1007,11.15,-22.0,2006,Helene
613,614,20060927,1800,TD,26.1N,52.6W,30,1012,26.02,-52.1,2006,Isaac
614,615,20070506,1200,EX,35.5N,74.0W,35,1012,35.08,-74.0,2007,Andrea
615,616,20070531,0,LO,18.1N,87.0W,25,1008,18.02,-87.0,2007,Barry
616,617,20070731,0,TD,35.5N,66.5W,30,1007,35.08,-66.08,2007,Chantal
617,618,20070813,600,TD,12.2N,28.9W,30,1006,12.03,-28.15,2007,Dean
618,619,20070815,0,TD,23.7N,90.7W,25,1006,23.12,-90.12,2007,Erin
619,620,20070831,1200,TD,11.5N,56.6W,25,1009,11.08,-56.1,2007,Felix
620,621,20070908,0,SS,30.1N,71.8W,40,1011,30.02,-71.13,2007,Gabrielle
621,622,20070912,600,TD,13.0N,43.6W,25,1009,13.0,-43.1,2007,Ingrid
622,623,20070912,600,LO,27.3N,95.0W,25,1009,27.05,-95.0,2007,Humberto
623,624,20070921,1200,SD,29.1N,85.4W,30,1005,29.02,-85.07,2007,Ten
624,625,20070923,0,SD,36.2N,46.1W,30,1008,36.03,-46.02,2007,Jerry
625,626,20070925,0,TD,10.0N,35.9W,30,1006,10.0,-35.15,2007,Karen
626,627,20070925,1800,TD,21.8N,94.8W,25,1009,21.13,-94.13,2007,Lorenzo
627,628,20070928,600,TD,14.0N,25.8W,25,1010,14.0,-25.13,2007,Melissa
628,629,20071011,1200,TD,29.5N,52.6W,30,1011,29.08,-52.1,2007,Fifteen
629,630,20071024,0,LO,18.0N,60.2W,20,1010,18.0,-60.03,2007,Noel
630,631,20071210,1200,LO,18.3N,61.8W,35,1009,18.05,-61.13,2007,Olga
631,632,20080531,0,TS,17.5N,87.5W,35,1005,17.08,-87.08,2008,Arthur
632,633,20080703,600,TD,12.7N,22.9W,30,1008,12.12,-22.15,2008,Bertha
633,634,20080719,0,TD,31.7N,79.8W,25,1010,31.12,-79.13,2008,Cristobal
634,635,20080720,1200,TS,17.8N,83.6W,40,1008,17.13,-83.1,2008,Dolly
635,636,20080803,1200,TD,28.1N,87.4W,25,1010,28.02,-87.07,2008,Edouard
636,637,20080815,1200,TD,18.4N,67.4W,30,1011,18.07,-67.07,2008,Fay
637,638,20080825,0,TD,13.5N,67.4W,25,1008,13.08,-67.07,2008,Gustav
638,639,20080828,0,TD,19.4N,57.3W,30,1007,19.07,-57.05,2008,Hanna
639,640,20080901,600,TD,17.2N,37.0W,30,1006,17.03,-37.0,2008,Ike
640,641,20080902,0,TD,12.3N,21.9W,30,1007,12.05,-21.15,2008,Josephine
641,642,20080925,0,TD,21.5N,70.0W,30,1005,21.08,-70.0,2008,Kyle
642,643,20080926,0,EX,39.0N,35.0W,40,1011,39.0,-35.0,2008,Laura
643,644,20081006,0,TD,18.5N,91.7W,25,1006,18.08,-91.12,2008,Marco
644,645,20081012,600,TD,15.5N,36.6W,30,1007,15.08,-36.1,2008,Nana
645,646,20081013,600,TD,15.4N,69.0W,25,1005,15.07,-69.0,2008,Omar
646,647,20081014,1200,TD,15.5N,82.8W,25,1004,15.08,-82.13,2008,Sixteen
647,648,20081105,1800,TD,13.7N,81.7W,25,1004,13.12,-81.12,2008,Paloma
648,649,20090526,1800,LO,30.6N,75.4W,25,1010,30.1,-75.07,2009,One
649,650,20090810,600,LO,14.3N,24.0W,25,1008,14.05,-24.0,2009,Ana
650,651,20090815,600,TD,11.8N,32.0W,30,1007,11.13,-32.0,2009,Bill
651,652,20090816,600,TD,27.0N,83.4W,30,1011,27.0,-83.07,2009,Claudette
652,653,20090826,900,TS,24.3N,69.6W,40,1009,24.05,-69.1,2009,Danny
653,654,20090901,1800,TS,16.7N,57.3W,45,1007,16.12,-57.05,2009,Erika
654,655,20090907,1800,TD,11.8N,24.0W,30,1005,11.13,-24.0,2009,Fred
655,656,20090925,600,LO,14.8N,29.0W,20,1010,14.13,-29.0,2009,Eight
656,657,20090927,1800,EX,46.0N,43.2W,55,995,46.0,-43.03,2009,Grace
657,658,20091006,0,TD,15.1N,49.2W,30,1008,15.02,-49.03,2009,Henri
658,659,20091104,600,TD,11.0N,81.3W,30,1007,11.0,-81.05,2009,Ida
659,660,20100624,1800,LO,15.9N,82.0W,25,1007,15.15,-82.0,2010,Alex
660,661,20100707,600,LO,21.5N,91.1W,25,1006,21.08,-91.02,2010,Two
661,662,20100722,600,TD,21.5N,73.8W,30,1009,21.08,-73.13,2010,Bonnie
662,663,20100802,1200,TD,12.5N,40.7W,30,1007,12.08,-40.12,2010,Colin
663,664,20100810,600,LO,25.7N,83.0W,25,1008,25.12,-83.0,2010,Five
664,665,20100821,1200,LO,10.7N,31.1W,25,1009,10.12,-31.02,2010,Danielle
665,666,20100824,0,LO,12.4N,19.3W,25,1009,12.07,-19.05,2010,Earl
666,667,20100830,0,LO,14.0N,41.8W,25,1007,14.0,-41.13,2010,Fiona
667,668,20100901,0,LO,12.2N,32.2W,25,1008,12.03,-32.03,2010,Gaston
668,669,20100904,1800,LO,17.5N,95.6W,20,1006,17.08,-95.1,2010,Hermine
669,670,20100908,600,TD,14.0N,22.7W,30,1006,14.0,-22.12,2010,Igor
670,671,20100912,600,TD,12.9N,20.5W,30,1007,12.15,-20.08,2010,Julia
671,672,20100913,1800,LO,16.3N,78.5W,25,1005,16.05,-78.08,2010,Karl
672,673,20100920,0,LO,15.2N,32.0W,25,1008,15.03,-32.0,2010,Lisa
673,674,20100923,1200,TD,13.7N,74.8W,30,1008,13.12,-74.13,2010,Matthew
674,675,20100928,0,LO,19.4N,84.1W,25,1003,19.07,-84.02,2010,Nicole
675,676,20101006,600,SD,22.0N,67.2W,30,1000,22.0,-67.03,2010,Otto
676,677,20101011,0,TD,13.9N,81.8W,30,1006,13.15,-81.13,2010,Paula
677,678,20101019,1800,LO,17.2N,83.4W,30,1008,17.03,-83.07,2010,Richard
678,679,20101028,1800,TD,25.6N,61.2W,30,1006,25.1,-61.03,2010,Shary
679,680,20101029,600,TD,9.0N,53.7W,30,1006,9.0,-53.12,2010,Tomas
680,681,20110628,600,LO,19.9N,92.8W,25,1007,19.15,-92.13,2011,Arlene
681,682,20110716,600,LO,30.7N,79.7W,20,1014,30.12,-79.12,2011,Bret
682,683,20110720,600,TD,33.0N,59.5W,30,1010,33.0,-59.08,2011,Cindy
683,684,20110727,600,TD,21.6N,85.7W,30,1007,21.1,-85.12,2011,Don
684,685,20110802,0,TS,14.9N,61.4W,40,1007,14.15,-61.07,2011,Emily
685,686,20110812,1200,LO,34.7N,66.0W,25,1011,34.12,-66.0,2011,Franklin
686,687,20110813,600,LO,26.2N,58.0W,30,1013,26.03,-58.0,2011,Gert
687,688,20110819,0,TD,15.4N,82.0W,30,1006,15.07,-82.0,2011,Harvey
688,689,20110821,0,TS,15.0N,59.0W,45,1006,15.0,-59.0,2011,Irene
689,690,20110825,0,TD,12.3N,29.0W,30,1006,12.05,-29.0,2011,Ten
690,691,20110826,1200,LO,27.3N,59.0W,30,1016,27.05,-59.0,2011,Jose
691,692,20110828,0,LO,9.5N,19.0W,20,1012,9.08,-19.0,2011,Katia
692,693,20110831,1200,LO,37.1N,64.3W,25,1013,37.02,-64.05,2011,Unnamed
693,694,20110902,0,TD,26.6N,91.4W,30,1007,26.1,-91.07,2011,Lee
694,695,20110906,1800,TD,11.5N,35.9W,30,1008,11.08,-35.15,2011,Maria
695,696,20110906,1800,LO,20.3N,93.9W,30,1006,20.05,-93.15,2011,Nate
696,697,20110920,600,LO,11.6N,37.0W,25,1008,11.1,-37.0,2011,Ophelia
697,698,20110923,0,LO,8.3N,17.5W,20,1010,8.05,-17.08,2011,Philippe
698,699,20111022,0,LO,12.7N,81.0W,25,1007,12.12,-81.0,2011,Rina
699,700,20111106,0,EX,28.5N,70.0W,45,1005,28.08,-70.0,2011,Sean
700,701,20120519,0,LO,33.1N,77.0W,25,1010,33.02,-77.0,2012,Alberto
701,702,20120525,1200,LO,30.1N,76.1W,30,1010,30.02,-76.02,2012,Beryl
702,703,20120617,0,LO,28.8N,68.8W,20,1009,28.13,-68.13,2012,Chris
703,704,20120623,1200,TS,25.5N,87.6W,35,1002,25.08,-87.1,2012,Debby
704,705,20120801,1200,TD,11.6N,46.7W,30,1008,11.1,-46.12,2012,Ernesto
705,706,20120803,600,LO,12.2N,23.1W,25,1011,12.03,-23.02,2012,Florence
706,707,20120809,1800,TD,13.7N,43.0W,30,1010,13.12,-43.0,2012,Helene
707,708,20120815,1200,TD,27.6N,54.6W,30,1013,27.1,-54.1,2012,Gordon
708,709,20120820,1200,LO,15.7N,44.8W,25,1010,15.12,-44.13,2012,Isaac
709,710,20120821,1800,LO,10.7N,31.7W,25,1011,10.12,-31.12,2012,Joyce
710,711,20120828,1800,TD,23.9N,43.4W,30,1007,23.15,-43.07,2012,Kirk
711,712,20120828,1200,LO,12.9N,27.4W,20,1010,12.15,-27.07,2012,Leslie
712,713,20120902,0,LO,28.9N,36.7W,20,1015,28.15,-36.12,2012,Michael
713,714,20120910,1200,TD,15.5N,38.0W,25,1008,15.08,-38.0,2012,Nadine
714,715,20121002,1200,LO,12.4N,38.0W,25,1008,12.07,-38.0,2012,Oscar
715,716,20121010,1800,LO,25.5N,72.5W,25,1012,25.08,-72.08,2012,Patty
716,717,20121012,1800,TS,14.7N,62.7W,35,1006,14.12,-62.12,2012,Rafael
717,718,20121021,1800,LO,14.3N,77.4W,25,1006,14.05,-77.07,2012,Sandy
718,719,20121021,1800,LO,20.1N,50.8W,25,1011,20.02,-50.13,2012,Tony
719,720,20130605,1800,TS,25.1N,86.6W,35,1006,25.02,-86.1,2013,Andrea
720,721,20130616,0,LO,12.4N,81.5W,20,1009,12.07,-81.08,2013,Barry
721,722,20130707,1200,TS,9.3N,41.4W,35,1011,9.05,-41.07,2013,Chantal
722,723,20130722,1800,LO,11.3N,20.0W,25,1009,11.05,-20.0,2013,Dorian
723,724,20130815,0,TD,13.9N,23.3W,30,1008,13.15,-23.05,2013,Erin
724,725,20130825,1200,TD,18.7N,94.2W,30,1006,18.12,-94.03,2013,Fernand
725,726,20130904,1800,TD,16.2N,65.9W,30,1010,16.03,-65.15,2013,Gabrielle
726,727,20130906,1200,TD,22.4N,97.4W,30,1009,22.07,-97.07,2013,Eight
727,728,20130908,0,LO,13.0N,17.6W,25,1009,13.0,-17.1,2013,Humberto
728,729,20130912,600,LO,19.3N,92.2W,25,1006,19.05,-92.03,2013,Ingrid
729,730,20130928,0,LO,21.1N,50.0W,30,1012,21.02,-50.0,2013,Jerry
730,731,20131003,600,TS,21.5N,86.8W,45,1006,21.08,-86.13,2013,Karen
731,732,20131021,600,TD,27.6N,55.9W,30,1012,27.1,-55.15,2013,Lorenzo
732,733,20131117,0,EX,23.9N,52.4W,35,1006,23.15,-52.07,2013,Melissa
733,734,20131203,1800,EX,34.3N,27.7W,50,1002,34.05,-27.12,2013,Unnamed
734,735,20140628,1800,LO,32.0N,78.2W,20,1017,32.0,-78.03,2014,Arthur
735,736,20140719,1200,LO,9.0N,29.0W,20,1012,9.0,-29.0,2014,Two
736,737,20140729,600,LO,9.6N,37.1W,25,1013,9.1,-37.02,2014,Bertha
737,738,20140823,1800,TD,21.5N,72.2W,30,1005,21.08,-72.03,2014,Cristobal
738,739,20140901,1200,LO,19.2N,92.3W,25,1009,19.03,-92.05,2014,Dolly
739,740,20140910,1800,LO,13.7N,33.2W,25,1009,13.12,-33.03,2014,Edouard
740,741,20141010,0,LO,22.0N,61.2W,35,1007,22.0,-61.03,2014,Fay
741,742,20141011,1800,LO,16.4N,54.9W,25,1010,16.07,-54.15,2014,Gonzalo
742,743,20141021,0,LO,19.5N,95.3W,25,1002,19.08,-95.05,2014,Hanna
743,744,20150506,600,LO,26.8N,79.2W,25,1016,26.13,-79.03,2015,Ana
744,745,20150616,0,TS,27.0N,94.3W,45,1005,27.0,-94.05,2015,Bill
745,746,20150712,0,LO,35.4N,75.4W,25,1010,35.07,-75.07,2015,Claudette
746,747,20150817,0,LO,9.6N,29.3W,25,1011,9.1,-29.05,2015,Danny
747,748,20150824,1800,TS,14.3N,45.1W,40,1003,14.05,-45.02,2015,Erika
748,749,20150830,0,TD,11.6N,17.5W,30,1007,11.1,-17.08,2015,Fred
749,750,20150905,600,TD,12.0N,23.1W,25,1010,12.0,-23.02,2015,Grace
750,751,20150908,600,LO,31.1N,62.2W,20,1014,31.02,-62.03,2015,Henri
751,752,20150915,0,LO,11.5N,40.3W,20,1011,11.08,-40.05,2015,Nine
752,753,20150915,1200,LO,9.4N,24.2W,25,1010,9.07,-24.03,2015,Ida
753,754,20150926,1800,LO,26.8N,68.7W,20,1011,26.13,-68.12,2015,Joaquin
754,755,20151108,1800,TD,22.2N,71.5W,30,1010,22.03,-71.08,2015,Kate
755,756,20160107,0,EX,26.6N,75.3W,40,1010,26.1,-75.05,2016,Alex
756,757,20160527,600,LO,27.2N,72.1W,30,1010,27.03,-72.02,2016,Bonnie
757,758,20160605,1200,TD,21.6N,88.0W,30,1005,21.1,-88.0,2016,Colin
758,759,20160618,1800,LO,19.4N,91.6W,25,1010,19.07,-91.1,2016,Danielle
759,760,20160802,600,TS,16.3N,77.5W,40,1004,16.05,-77.08,2016,Earl
760,761,20160816,1800,TD,12.0N,32.2W,25,1009,12.0,-32.03,2016,Fiona
761,762,20160821,1200,LO,11.0N,19.4W,20,1009,11.0,-19.07,2016,Gaston
762,763,20160827,0,LO,30.7N,65.0W,20,1012,30.12,-65.0,2016,Eight
763,764,20160828,1800,TD,23.8N,81.4W,30,1009,23.13,-81.07,2016,Hermine
764,765,20160912,0,LO,20.0N,48.5W,35,1007,20.0,-48.08,2016,Ian
765,766,20160913,600,TD,27.3N,80.2W,30,1010,27.05,-80.03,2016,Julia
766,767,20160912,1800,LO,13.1N,19.0W,20,1010,13.02,-19.0,2016,Karl
767,768,20160919,600,LO,13.2N,26.7W,25,1008,13.03,-26.12,2016,Lisa
768,769,20160928,1200,TS,13.4N,59.8W,50,1009,13.07,-59.13,2016,Matthew
769,770,20161004,600,TS,23.2N,59.8W,35,1007,23.03,-59.13,2016,Nicole
770,771,20161117,1800,LO,12.5N,80.7W,20,1006,12.08,-80.12,2016,Otto
771,772,20170416,600,EX,35.8N,50.3W,55,992,35.13,-50.05,2017,Arlene
772,773,20170618,1800,DB,7.5N,49.6W,30,1008,7.08,-49.1,2017,Bret
773,774,20170619,1800,DB,23.6N,88.6W,35,1003,23.1,-88.1,2017,Cindy
774,775,20170705,1200,LO,11.8N,35.9W,20,1010,11.13,-35.15,2017,Four
775,776,20170717,0,LO,10.3N,47.7W,25,1011,10.05,-47.12,2017,Don
776,777,20170730,1800,TD,28.4N,85.4W,30,1009,28.07,-85.07,2017,Emily
777,778,20170806,1800,LO,15.5N,81.5W,30,1008,15.08,-81.08,2017,Franklin
778,779,20170812,0,LO,22.4N,66.8W,25,1013,22.07,-66.13,2017,Gert
779,780,20170816,600,LO,13.7N,45.8W,25,1013,13.12,-45.13,2017,Harvey
780,781,20170830,0,TD,16.1N,26.9W,30,1008,16.02,-26.15,2017,Irma
781,782,20170904,600,LO,9.3N,33.5W,20,1010,9.05,-33.08,2017,Jose
782,783,20170905,1200,TD,22.2N,97.2W,25,1010,22.03,-97.03,2017,Katia
783,784,20170914,1800,TD,10.4N,23.1W,25,1011,10.07,-23.02,2017,Lee
784,785,20170916,1200,TD,12.2N,49.7W,30,1006,12.03,-49.12,2017,Maria
785,786,20171003,1200,LO,10.7N,80.8W,20,1008,10.12,-80.13,2017,Nate
786,787,20171006,1200,LO,31.8N,39.5W,20,1013,31.13,-39.08,2017,Ophelia
787,788,20171027,1800,DB,17.5N,84.2W,30,1006,17.08,-84.03,2017,Philippe
788,789,20171104,1200,LO,25.5N,52.3W,25,1013,25.08,-52.05,2017,Rina
789,790,20180525,1200,SD,18.8N,87.1W,30,1006,18.13,-87.02,2018,Alberto
790,791,20180704,1200,TD,10.0N,34.9W,30,1008,10.0,-34.15,2018,Beryl
791,792,20180705,600,LO,30.7N,68.5W,20,1021,30.12,-68.08,2018,Chris
792,793,20180802,1800,EX,41.2N,33.7W,30,1012,41.03,-33.12,2018,Debby
793,794,20180815,0,LO,36.9N,45.5W,30,1011,36.15,-45.08,2018,Ernesto
794,795,20180830,600,LO,12.8N,16.9W,20,1008,12.13,-16.15,2018,Florence
795,796,20180902,1800,DB,22.4N,77.0W,25,1012,22.07,-77.0,2018,Gordon
796,797,20180907,1200,TD,13.4N,16.8W,30,1004,13.07,-16.13,2018,Helene
797,798,20180907,1200,TD,13.5N,35.0W,30,1007,13.08,-35.0,2018,Isaac
798,799,20180912,0,EX,37.0N,39.8W,45,1012,37.0,-39.13,2018,Joyce
799,800,20180921,1800,TD,12.9N,52.5W,30,1008,12.15,-52.08,2018,Eleven
800,801,20180922,600,TD,7.7N,21.8W,30,1007,7.12,-21.13,2018,Kirk
801,802,20180922,0,EX,35.0N,45.0W,25,1008,35.0,-45.0,2018,Leslie
802,803,20181006,1800,LO,17.8N,86.6W,25,1006,17.13,-86.1,2018,Michael
803,804,20181008,1200,LO,9.3N,26.7W,25,1009,9.05,-26.12,2018,Nadine
804,805,20181026,1800,SS,25.4N,45.3W,35,1006,25.07,-45.05,2018,Oscar
805,806,20190520,1800,SS,28.1N,68.6W,35,1008,28.02,-68.1,2019,Andrea
806,807,20190710,1200,DB,28.5N,86.5W,25,1009,28.08,-86.08,2019,Barry
807,808,20190722,1200,TD,24.6N,77.4W,25,1013,24.1,-77.07,2019,Three
808,809,20190820,1800,TD,40.1N,59.7W,30,1008,40.02,-59.12,2019,Chantal
809,810,20190824,600,TD,10.3N,46.4W,25,1011,10.05,-46.07,2019,Dorian
810,811,20190826,1200,TD,31.7N,72.7W,30,1010,31.12,-72.12,2019,Erin
811,812,20190903,600,DB,23.6N,94.0W,30,1006,23.1,-94.0,2019,Fernand
812,813,20190903,0,LO,16.1N,30.1W,25,1007,16.02,-30.02,2019,Gabrielle
813,814,20190912,1200,LO,23.0N,74.2W,25,1010,23.0,-74.03,2019,Humberto
814,815,20190917,0,LO,12.6N,42.6W,25,1009,12.1,-42.1,2019,Jerry
815,816,20190917,1200,TD,28.3N,95.7W,30,1008,28.05,-95.12,2019,Imelda
816,817,20190922,0,TD,11.5N,58.8W,30,1007,11.08,-58.13,2019,Karen
817,818,20190922,1800,LO,10.9N,18.8W,25,1008,10.15,-18.13,2019,Lorenzo
818,819,20191008,1800,EX,35.0N,74.1W,40,1009,35.0,-74.02,2019,Melissa
819,820,20191014,1200,TD,12.6N,19.3W,30,1006,12.1,-19.05,2019,Fifteen
820,821,20191017,1200,DB,22.2N,95.7W,35,1007,22.03,-95.12,2019,Nestor
821,822,20191025,1200,TS,24.7N,94.8W,35,1004,24.12,-94.13,2019,Olga
822,823,20191023,1800,EX,40.0N,38.3W,40,1000,40.0,-38.05,2019,Pablo
823,824,20191027,0,EX,40.5N,51.5W,35,1004,40.08,-51.08,2019,Rebekah
824,825,20191119,600,TS,19.4N,58.1W,35,1006,19.07,-58.02,2019,Sebastien
