,hurricane_id,date,name,time,status,latitude,longitude,max_wind,air_pressure,latitude_decimal,longitude_decimal,year
258,259,19800904,Danielle,1800,TD,28.3N,90.6W,25,1010,28.05,-90.1,1980
259,260,19800906,Frances,0,TD,12.5N,19.0W,25,1010,12.08,-19.0,1980
260,261,19800920,Hermine,1200,TD,14.6N,77.2W,25,1008,14.1,-77.03,1980
261,262,19801001,Ivan,0,EX,33.6N,20.0W,25,1010,33.1,-20.0,1980
262,263,19801107,Jeanne,1800,DB,13.6N,82.6W,20,1008,13.1,-82.1,1980
263,264,19801125,Karl,0,SS,36.0N,46.0W,50,988,36.0,-46.0,1980
264,265,19810506,Arlene,1800,TD,18.4N,83.6W,30,1006,18.07,-83.1,1981
265,266,19810629,Bret,1200,SS,36.0N,65.0W,35,1012,36.0,-65.0,1981
266,267,19810802,Cindy,1800,SD,36.1N,67.8W,30,1010,36.02,-67.13,1981
267,268,19810807,Dennis,600,TD,10.5N,25.7W,30,1009,10.08,-25.12,1981
268,269,19810831,Emily,1200,SD,29.8N,72.7W,30,1008,29.13,-72.12,1981
269,270,19810903,Floyd,1200,TD,16.2N,60.3W,20,1010,16.03,-60.05,1981
270,271,19810907,Gert,0,TD,14.8N,54.0W,25,1013,14.13,-54.0,1981
271,272,19810911,Harvey,1800,TD,14.0N,49.0W,25,1009,14.0,-49.0,1981
272,273,19810921,Irene,1200,TD,13.5N,32.5W,25,1015,13.08,-32.08,1981
273,274,19811029,Jose,1200,TD,25.0N,47.5W,25,1010,25.0,-47.08,1981
274,275,19811103,Katrina,0,TD,16.9N,81.2W,25,1005,16.15,-81.03,1981
275,276,19820602,Alberto,1200,TD,21.7N,87.1W,20,1005,21.12,-87.02,1982
276,277,19820828,Beryl,1200,TD,13.7N,22.2W,30,1008,13.12,-22.03,1982
277,278,19820909,Chris,0,SD,26.2N,91.0W,25,1010,26.03,-91.0,1982
278,279,19820913,Debby,1200,TD,19.8N,69.5W,30,1010,19.13,-69.08,1982
279,280,19820930,Ernesto,1200,TD,24.8N,65.4W,30,1006,24.13,-65.07,1982
280,281,19830815,Alicia,1200,TD,27.3N,90.5W,30,1009,27.05,-90.08,1983
281,282,19830823,Barry,1800,TD,26.0N,76.0W,25,1012,26.0,-76.0,1983
282,283,19830910,Chantal,1200,TD,30.2N,64.4W,25,1010,30.03,-64.07,1983
283,284,19830926,Dean,1800,SS,28.0N,73.0W,35,1010,28.0,-73.0,1983
284,285,19840828,Arthur,1800,TD,10.5N,51.0W,25,1010,10.08,-51.0,1984
285,286,19840830,Bertha,1200,TD,13.1N,41.0W,25,1009,13.02,-41.0,1984
286,287,19840831,Cesar,0,SD,36.6N,66.9W,25,1008,36.1,-66.15,1984
287,288,19840908,Diana,1200,TS,28.5N,77.4W,35,1008,28.08,-77.07,1984
288,289,19840914,Edouard,0,TD,20.3N,96.1W,30,1000,20.05,-96.02,1984
289,290,19840915,Fran,1200,TD,13.7N,21.3W,25,1010,13.12,-21.05,1984
290,291,19840916,Gustav,1800,TD,28.6N,65.5W,30,1009,28.1,-65.08,1984
291,292,19840923,Hortense,0,SD,31.3N,58.3W,30,1009,31.05,-58.05,1984
292,293,19840925,Isidore,1200,TD,23.4N,73.0W,30,1003,23.07,-73.0,1984
293,294,19841007,Josephine,600,SD,24.1N,68.9W,25,1010,24.02,-68.15,1984
294,295,19841105,Klaus,1800,TD,14.7N,68.8W,15,1004,14.12,-68.13,1984
295,296,19841212,Lili,1200,SS,34.5N,60.5W,50,995,34.08,-60.08,1984
296,297,19850715,Ana,1800,TD,29.4N,64.2W,30,1011,29.07,-64.03,1985
297,298,19850721,Bob,600,TD,26.0N,85.0W,25,1012,26.0,-85.0,1985
298,299,19850809,Claudette,1800,SD,31.5N,80.5W,25,1013,31.08,-80.08,1985
299,300,19850812,Danny,0,TD,18.5N,80.7W,25,1010,18.08,-80.12,1985
300,301,19850828,Elena,0,TD,19.8N,74.0W,30,1012,19.13,-74.0,1985
301,302,19850915,Fabian,1800,TD,23.6N,70.8W,25,1008,23.1,-70.13,1985
302,303,19850916,Gloria,1200,TD,13.3N,23.6W,25,1009,13.05,-23.1,1985
303,304,19850921,Henri,1800,TD,29.6N,74.3W,25,1008,29.1,-74.05,1985
304,305,19851007,Isabel,0,TD,17.8N,69.2W,30,1006,17.13,-69.03,1985
305,306,19851026,Juan,0,TD,24.5N,90.5W,30,1005,24.08,-90.08,1985
306,307,19851115,Kate,1800,TS,21.1N,63.8W,35,999,21.02,-63.13,1985
307,308,19860605,Andrew,0,SD,26.2N,75.8W,30,1007,26.03,-75.13,1986
308,309,19860623,Bonnie,1800,TD,25.6N,87.2W,25,1014,25.1,-87.03,1986
309,310,19860813,Charley,1200,SD,30.1N,84.0W,10,1009,30.02,-84.0,1986
310,311,19860907,Danielle,600,TD,10.5N,52.0W,25,1008,10.08,-52.0,1986
311,312,19860910,Earl,1800,TD,21.8N,50.8W,30,1010,21.13,-50.13,1986
312,313,19861118,Frances,1800,TD,22.8N,62.8W,30,1009,22.13,-62.13,1986
313,314,19870808,Arlene,0,LO,34.3N,77.5W,10,1016,34.05,-77.08,1987
314,315,19870818,Bret,0,TD,14.8N,20.0W,25,1011,14.13,-20.0,1987
315,316,19870905,Cindy,1200,TD,15.2N,31.3W,25,1011,15.03,-31.05,1987
316,317,19870908,Dennis,1800,TD,10.8N,18.4W,25,1012,10.13,-18.07,1987
317,318,19870920,Emily,0,TD,9.8N,51.3W,25,1008,9.13,-51.05,1987
318,319,19871009,Floyd,600,TD,15.0N,82.6W,25,1004,15.0,-82.1,1987
319,320,19880805,Alberto,1800,TD,32.0N,77.5W,20,1015,32.0,-77.08,1988
320,321,19880808,Beryl,0,TD,30.4N,90.3W,25,1010,30.07,-90.05,1988
321,322,19880821,Chris,1200,TD,14.9N,43.3W,25,1009,14.15,-43.05,1988
322,323,19880831,Debby,1800,TD,20.1N,91.0W,25,1006,20.02,-91.0,1988
323,324,19880903,Ernesto,0,TD,32.5N,60.5W,25,1016,32.08,-60.08,1988
324,325,19880907,Florence,600,TD,22.8N,92.0W,25,1000,22.13,-92.0,1988
325,326,19880908,Gilbert,1800,TD,12.0N,54.0W,25,1008,12.0,-54.0,1988
326,327,19880919,Helene,1800,TD,13.4N,31.6W,30,1009,13.07,-31.1,1988
327,328,19880928,Isaac,1800,TD,9.0N,45.5W,25,1009,9.0,-45.08,1988
328,329,19881010,Joan,1800,TD,8.9N,42.2W,25,1010,8.15,-42.03,1988
329,330,19881117,Keith,1800,TD,14.9N,74.3W,30,1008,14.15,-74.05,1988
330,331,19890624,Allison,1800,TD,27.0N,96.0W,30,1008,27.0,-96.0,1989
331,332,19890709,Barry,1800,TD,12.8N,37.8W,25,1015,12.13,-37.13,1989
332,333,19890730,Chantal,1200,TD,22.5N,90.0W,20,1011,22.08,-90.0,1989
333,334,19890731,Dean,600,TD,14.8N,41.8W,25,1010,14.13,-41.13,1989
334,335,19890818,Erin,0,TD,14.3N,22.4W,25,1012,14.05,-22.07,1989
335,336,19890826,Felix,0,TD,16.8N,21.0W,25,1009,16.13,-21.0,1989
336,337,19890830,Gabrielle,1200,TD,11.6N,21.0W,25,1011,11.1,-21.0,1989
337,338,19890910,Hugo,1200,TD,13.2N,20.0W,25,1010,13.03,-20.0,1989
338,339,19890916,Iris,1800,TD,11.3N,44.0W,25,1017,11.05,-44.0,1989
339,340,19891012,Jerry,1200,TD,19.4N,92.4W,25,1009,19.07,-92.07,1989
340,341,19891128,Karen,1200,TD,17.1N,84.0W,25,1005,17.02,-84.0,1989
341,342,19900722,Arthur,600,TD,8.8N,41.9W,25,1010,8.13,-41.15,1990
342,343,19900724,Bertha,1200,SD,34.0N,75.0W,20,1012,34.0,-75.0,1990
343,344,19900731,Cesar,0,TD,10.1N,22.2W,25,1014,10.02,-22.03,1990
344,345,19900802,Edouard,1800,SD,38.0N,23.0W,30,1015,38.0,-23.0,1990
345,346,19900804,Diana,0,TD,13.2N,79.5W,25,1009,13.03,-79.08,1990
346,347,19900811,Fran,1200,TD,9.0N,32.1W,25,1010,9.0,-32.02,1990
347,348,19900824,Gustav,600,TD,12.6N,45.9W,25,1010,12.1,-45.15,1990
348,349,19900825,Hortense,0,TD,12.5N,35.0W,25,1010,12.08,-35.0,1990
349,350,19900904,Isidore,0,TD,7.2N,23.4W,25,1010,7.03,-23.07,1990
350,351,19900921,Josephine,600,TD,14.0N,32.0W,30,1009,14.0,-32.0,1990
351,352,19901003,Klaus,1200,TD,15.6N,59.3W,30,1008,15.1,-59.05,1990
352,353,19901006,Lili,600,SS,36.0N,44.0W,45,1000,36.0,-44.0,1990
353,354,19901009,Marco,1200,TD,22.5N,79.5W,25,1004,22.08,-79.08,1990
354,355,19901016,Nana,0,TD,22.2N,60.4W,25,1009,22.03,-60.07,1990
355,356,19910629,Ana,1200,LO,25.9N,78.0W,20,1012,25.15,-78.0,1991
356,357,19910816,Bob,0,TD,25.6N,74.3W,25,1014,25.1,-74.05,1991
357,358,19910904,Claudette,1200,TD,26.7N,55.9W,25,1014,26.12,-55.15,1991
358,359,19910907,Danny,0,TD,10.4N,25.8W,25,1010,10.07,-25.13,1991
359,360,19910908,Erika,1800,TD,24.2N,49.1W,25,1011,24.03,-49.02,1991
360,361,19911015,Fabian,0,TD,18.9N,85.7W,25,1010,18.15,-85.12,1991
361,362,19911025,Grace,1800,SD,27.1N,64.9W,25,1008,27.02,-64.15,1991
362,363,19920816,Andrew,1800,TD,10.8N,35.5W,25,1010,10.13,-35.08,1992
363,364,19920917,Bonnie,1800,TD,33.8N,59.0W,30,1009,33.13,-59.0,1992
364,365,19920921,Charley,1800,TD,30.0N,33.0W,25,1012,30.0,-33.0,1992
365,366,19920922,Danielle,1200,TD,32.5N,74.6W,30,1009,32.08,-74.1,1992
366,367,19920926,Earl,1800,TD,26.2N,69.1W,25,1009,26.03,-69.02,1992
367,368,19921022,Frances,1200,EX,26.3N,60.8W,30,1009,26.05,-60.13,1992
368,369,19930618,Arlene,0,TD,20.5N,91.9W,25,1006,20.08,-91.15,1993
369,370,19930804,Bret,1200,TD,10.4N,40.3W,30,1010,10.07,-40.05,1993
370,371,19930814,Cindy,1200,TD,14.1N,59.5W,30,1012,14.02,-59.08,1993
371,372,19930822,Emily,1800,TD,19.9N,52.6W,30,1020,19.15,-52.1,1993
372,373,19930823,Dennis,1200,TD,13.6N,30.8W,25,1010,13.1,-30.13,1993
373,374,19930907,Floyd,1200,TD,24.7N,67.5W,25,1012,24.12,-67.08,1993
374,375,19930914,Gert,1800,TD,10.6N,80.7W,25,1008,10.1,-80.12,1993
375,376,19930918,Harvey,1800,TD,26.7N,61.8W,30,1014,26.12,-61.13,1993
376,377,19940630,Alberto,600,TD,21.7N,83.6W,25,1011,21.12,-83.1,1994
377,378,19940814,Beryl,1200,TD,28.7N,87.2W,20,1013,28.12,-87.03,1994
378,379,19940816,Chris,1200,TD,11.3N,39.4W,30,1010,11.05,-39.07,1994
379,380,19940909,Debby,1200,TD,13.1N,56.8W,25,1011,13.02,-56.13,1994
380,381,19940921,Ernesto,1800,TD,10.1N,29.9W,25,1010,10.02,-29.15,1994
381,382,19941102,Florence,0,SD,22.7N,47.0W,30,1011,22.12,-47.0,1994
382,383,19941108,Gordon,1200,TD,11.9N,82.3W,25,1009,11.15,-82.05,1994
383,384,19950603,Allison,0,TD,17.4N,84.3W,30,1005,17.07,-84.05,1995
384,385,19950705,Barry,600,TD,32.0N,72.0W,20,1019,32.0,-72.0,1995
385,386,19950712,Chantal,0,TD,17.1N,54.9W,25,1012,17.02,-54.15,1995
386,387,19950728,Dean,1800,TD,26.2N,86.6W,25,1009,26.03,-86.1,1995
387,388,19950731,Erin,0,TS,22.3N,73.2W,45,1004,22.05,-73.03,1995
388,389,19950808,Felix,0,TD,14.3N,30.8W,30,1010,14.05,-30.13,1995
389,390,19950809,Gabrielle,1800,TD,23.7N,94.8W,30,1007,23.12,-94.13,1995
390,391,19950822,Humberto,0,TD,13.2N,33.0W,30,1009,13.03,-33.0,1995
391,392,19950822,Iris,1200,TD,13.2N,49.3W,30,1008,13.03,-49.05,1995
392,393,19950822,Jerry,1800,TD,23.7N,78.7W,20,1010,23.12,-78.12,1995
393,394,19950826,Karen,1200,TD,15.4N,32.7W,30,1009,15.07,-32.12,1995
394,395,19950828,Luis,1800,TD,11.4N,27.5W,30,1008,11.07,-27.08,1995
395,396,19950912,Marilyn,1800,TD,11.7N,50.9W,30,1006,11.12,-50.15,1995
396,397,19950926,Noel,1800,TD,10.4N,37.7W,25,1007,10.07,-37.12,1995
397,398,19950927,Opal,1800,TD,19.1N,87.3W,25,1004,19.02,-87.05,1995
398,399,19951004,Pablo,1800,TD,8.3N,31.4W,30,1009,8.05,-31.07,1995
399,400,19951007,Roxanne,1800,TD,14.0N,82.1W,25,1005,14.0,-82.02,1995
400,401,19951020,Sebastien,1200,TD,13.8N,53.8W,25,1006,13.13,-53.13,1995
401,402,19951027,Tanya,0,TD,24.6N,59.2W,30,1004,24.1,-59.03,1995
402,403,19960617,Arthur,1800,TD,26.8N,77.8W,25,1010,26.13,-77.13,1996
403,404,19960705,Bertha,0,TD,9.8N,34.0W,30,1009,9.13,-34.0,1996
404,405,19960724,Cesar,1800,TD,11.8N,62.6W,25,1009,11.13,-62.1,1996
405,406,19960819,Dolly,600,TD,17.3N,80.2W,25,1009,17.05,-80.03,1996
406,407,19960819,Edouard,1800,TD,12.4N,19.9W,25,1007,12.07,-19.15,1996
407,408,19960823,Fran,1200,TD,14.0N,21.0W,25,1012,14.0,-21.0,1996
408,409,19960826,Gustav,0,TD,12.7N,23.0W,30,1008,12.12,-23.0,1996
409,410,19960903,Hortense,1200,TD,14.9N,41.0W,25,1006,14.15,-41.0,1996
410,411,19960924,Isidore,1200,TD,8.6N,23.3W,25,1008,8.1,-23.05,1996
411,412,19961004,Josephine,1800,TD,22.7N,96.2W,25,1003,22.12,-96.03,1996
412,413,19961011,Kyle,1200,TD,17.3N,86.5W,30,1006,17.05,-86.08,1996
413,414,19961014,Lili,1200,TD,12.8N,80.4W,25,1006,12.13,-80.07,1996
414,415,19961113,Marco,1200,LO,10.5N,77.5W,20,1009,10.08,-77.08,1996
415,416,19970630,Ana,1200,TD,32.0N,77.2W,30,1013,32.0,-77.03,1997
416,417,19970711,Bill,600,TD,30.4N,69.9W,30,1014,30.07,-69.15,1997
417,418,19970713,Claudette,0,EX,31.3N,73.6W,25,1012,31.05,-73.1,1997
418,419,19970716,Danny,1200,TD,27.4N,92.6W,25,1013,27.07,-92.1,1997
419,420,19970903,Erika,600,TD,10.9N,44.1W,30,1006,10.15,-44.02,1997
420,421,19971004,Fabian,1800,TD,24.2N,64.5W,25,1009,24.03,-64.08,1997
421,422,19971014,Grace,1200,TD,20.0N,68.7W,30,1002,20.0,-68.12,1997
422,423,19980727,Alex,1200,TD,11.3N,25.4W,25,1009,11.05,-25.07,1998
423,424,19980819,Bonnie,1200,TD,14.7N,48.1W,25,1009,14.12,-48.02,1998
424,425,19980821,Charley,600,TD,25.3N,92.3W,25,1008,25.05,-92.05,1998
425,426,19980824,Danielle,600,TD,13.4N,34.3W,25,1007,13.07,-34.05,1998
426,427,19980831,Earl,1200,TD,21.6N,93.5W,30,1005,21.1,-93.08,1998
427,428,19980908,Frances,1800,TD,25.5N,94.5W,30,1000,25.08,-94.08,1998
428,429,19980915,Georges,1200,TD,9.7N,25.1W,30,1009,9.12,-25.02,1998
429,430,19980917,Hermine,1200,TD,26.9N,90.3W,30,1001,26.15,-90.05,1998
430,431,19980919,Ivan,0,TD,13.4N,26.6W,25,1010,13.07,-26.1,1998
431,432,19980921,Jeanne,600,TD,9.6N,17.4W,30,1008,9.1,-17.07,1998
432,433,19980923,Karl,1200,TD,33.3N,65.4W,25,1003,33.05,-65.07,1998
433,434,19981005,Lisa,0,TD,13.9N,46.4W,30,1008,13.15,-46.07,1998
434,435,19981022,Mitch,0,TD,11.6N,76.1W,30,1002,11.1,-76.02,1998
435,436,19981124,Nicole,0,TD,28.3N,28.0W,30,1010,28.05,-28.0,1998
436,437,19990611,Arlene,1800,TD,27.1N,58.1W,30,1010,27.02,-58.02,1999
437,438,19990818,Bret,1800,TD,19.5N,94.4W,30,1010,19.08,-94.07,1999
438,439,19990819,Cindy,0,TD,13.5N,18.9W,30,1003,13.08,-18.15,1999
439,440,19990824,Dennis,0,TD,21.5N,67.7W,30,1009,21.08,-67.12,1999
440,441,19990824,Emily,600,TD,11.5N,53.6W,30,1007,11.08,-53.1,1999
441,442,19990907,Floyd,1800,TD,14.6N,45.6W,25,1008,14.1,-45.1,1999
442,443,19990911,Gert,1200,TD,12.6N,24.2W,30,1006,12.1,-24.03,1999
443,444,19990919,Harvey,600,TD,25.0N,87.8W,30,1005,25.0,-87.13,1999
444,445,19991012,Irene,1200,LO,15.9N,82.0W,20,1006,15.15,-82.0,1999
445,446,19991017,Jose,1800,TD,9.8N,50.8W,25,1006,9.13,-50.13,1999
446,447,19991028,Katrina,1800,TD,11.4N,80.9W,30,1001,11.07,-80.15,1999
447,448,19991113,Lenny,1800,TD,16.7N,81.6W,30,1003,16.12,-81.1,1999
448,449,20000803,Alberto,1800,TD,10.8N,18.0W,25,1007,10.13,-18.0,2000
449,450,20000813,Beryl,1800,TD,22.5N,93.5W,30,1008,22.08,-93.08,2000
450,451,20000817,Chris,1200,TD,14.2N,51.9W,25,1009,14.03,-51.15,2000
451,452,20000819,Debby,1800,TD,12.0N,44.5W,30,1010,12.0,-44.08,2000
452,453,20000901,Ernesto,1200,TD,14.8N,45.2W,25,1009,14.13,-45.03,2000
453,454,20000910,Florence,1800,SD,30.9N,70.9W,30,1007,30.15,-70.15,2000
454,455,20000914,Gordon,1200,TD,19.8N,87.3W,25,1008,19.13,-87.05,2000
455,456,20000915,Helene,1200,TD,14.9N,52.2W,25,1010,14.15,-52.03,2000
456,457,20000921,Isaac,1200,TD,11.5N,23.0W,30,1008,11.08,-23.0,2000
457,458,20000925,Joyce,1200,TD,11.2N,29.6W,25,1009,11.03,-29.1,2000
458,459,20000928,Keith,1800,TD,16.1N,82.9W,25,1005,16.02,-82.15,2000
459,460,20001004,Leslie,1200,SD,29.0N,81.4W,30,1012,29.0,-81.07,2000
460,461,20001015,Michael,1200,SD,30.0N,71.2W,30,1007,30.0,-71.03,2000
461,462,20001019,Nadine,1200,TD,26.2N,59.9W,25,1009,26.03,-59.15,2000
462,463,20010605,Allison,1200,TS,27.5N,95.0W,40,1007,27.08,-95.0,2001
463,464,20010802,Barry,1200,TD,25.7N,84.8W,30,1011,25.12,-84.13,2001
464,465,20010814,Chantal,1800,TD,12.8N,37.0W,25,1010,12.13,-37.0,2001
465,466,20010822,Dean,1200,TS,17.9N,64.3W,45,1010,17.15,-64.05,2001
466,467,20010901,Erin,1800,TD,12.5N,34.3W,30,1006,12.08,-34.05,2001
467,468,20010907,Felix,1800,TD,13.9N,28.4W,30,1008,13.15,-28.07,2001
468,469,20010911,Gabrielle,1800,TD,25.8N,84.1W,25,1010,25.13,-84.02,2001
469,470,20010921,Humberto,1200,TD,25.1N,64.2W,25,1012,25.02,-64.03,2001
470,471,20011004,Iris,1200,TD,12.3N,58.2W,25,1011,12.05,-58.03,2001
471,472,20011006,Jerry,1200,TD,10.6N,50.6W,25,1008,10.1,-50.1,2001
472,473,20011011,Karen,600,EX,27.5N,63.0W,30,1009,27.08,-63.0,2001
473,474,20011027,Lorenzo,1200,TD,27.2N,34.9W,30,1010,27.03,-34.15,2001
474,475,20011029,Michelle,1800,TD,13.3N,83.6W,30,1004,13.05,-83.1,2001
475,476,20011104,Noel,0,SS,33.9N,50.4W,45,988,33.15,-50.07,2001
476,477,20011123,Olga,600,EX,30.5N,51.0W,25,1003,30.08,-51.0,2001
477,478,20020714,Arthur,1800,TD,34.3N,76.8W,30,1009,34.05,-76.13,2002
478,479,20020804,Bertha,1800,TD,29.0N,88.5W,25,1012,29.0,-88.08,2002
479,480,20020805,Cristobal,1800,TD,32.0N,77.2W,30,1008,32.0,-77.03,2002
480,481,20020829,Dolly,1200,TD,9.5N,31.2W,30,1007,9.08,-31.03,2002
481,482,20020901,Edouard,1800,TD,29.2N,78.8W,30,1013,29.03,-78.13,2002
482,483,20020905,Fay,1800,TD,28.0N,93.8W,30,1009,28.0,-93.13,2002
483,484,20020908,Gustav,1200,SD,29.0N,71.0W,30,1009,29.0,-71.0,2002
484,485,20020912,Hanna,0,TD,26.3N,86.6W,30,1001,26.05,-86.1,2002
485,486,20020914,Isidore,1800,TD,10.0N,60.5W,25,1009,10.0,-60.08,2002
486,487,20020917,Josephine,1200,TD,32.7N,52.4W,30,1016,32.12,-52.07,2002
487,488,20020920,Kyle,1800,SD,28.3N,51.8W,25,1007,28.05,-51.13,2002
488,489,20020921,Lili,1800,TD,10.2N,44.6W,25,1009,10.03,-44.1,2002
489,490,20030418,Ana,0,EX,29.1N,66.2W,30,1008,29.02,-66.03,2003
490,491,20030628,Bill,600,LO,19.5N,89.0W,20,1009,19.08,-89.0,2003
491,492,20030707,Claudette,0,WV,11.1N,53.5W,25,1010,11.02,-53.08,2003
492,493,20030716,Danny,1200,TD,30.8N,54.1W,25,1017,30.13,-54.02,2003
493,494,20030814,Erika,1800,TS,26.4N,83.3W,35,1011,26.07,-83.05,2003
494,495,20030827,Fabian,1800,TD,14.6N,30.7W,25,1009,14.1,-30.12,2003
495,496,20030830,Grace,1200,TD,24.3N,92.4W,30,1008,24.05,-92.07,2003
496,497,20030903,Henri,1800,TD,27.4N,87.7W,25,1013,27.07,-87.12,2003
497,498,20030906,Isabel,0,TD,13.8N,31.4W,30,1009,13.13,-31.07,2003
498,499,20030924,Juan,1200,TD,28.2N,62.4W,25,1009,28.03,-62.07,2003
499,500,20030925,Kate,1800,TD,11.8N,37.7W,30,1008,11.13,-37.12,2003
500,501,20030927,Larry,1800,LO,18.5N,84.7W,15,1009,18.08,-84.12,2003
501,502,20031010,Mindy,1800,TS,19.1N,68.8W,40,1004,19.02,-68.13,2003
502,503,20031013,Nicholas,0,TD,9.5N,37.0W,25,1009,9.08,-37.0,2003
503,504,20031204,Odette,1200,TD,12.9N,76.2W,30,1005,12.15,-76.03,2003
504,505,20031207,Peter,1800,SS,27.5N,34.5W,40,1005,27.08,-34.08,2003
505,506,20040731,Alex,1800,TD,30.3N,78.3W,25,1010,30.05,-78.05,2004
506,507,20040803,Bonnie,1200,TD,12.9N,53.6W,25,1010,12.15,-53.1,2004
507,508,20040809,Charley,1200,TD,11.4N,59.2W,30,1010,11.07,-59.03,2004
508,509,20040813,Danielle,1200,TD,12.3N,21.8W,30,1009,12.05,-21.13,2004
509,510,20040813,Earl,1800,TD,9.0N,45.6W,30,1011,9.0,-45.1,2004
510,511,20040825,Frances,0,TD,11.1N,35.2W,25,1009,11.02,-35.03,2004
511,512,20040827,Gaston,1200,TD,31.8N,78.1W,25,1015,31.13,-78.02,2004
