,hurricane_id,date,name,time,status,latitude,longitude,max_wind,air_pressure,latitude_decimal,longitude_decimal,year
512,513,20040827,Hermine,1800,TD,29.0N,65.2W,25,1016,29.0,-65.03,2004
513,514,20040902,Ivan,1800,TD,9.7N,27.6W,25,1009,9.12,-27.1,2004
514,515,20040913,Jeanne,1800,TD,15.9N,60.0W,25,1010,15.15,-60.0,2004
515,516,20040916,Karl,600,TD,11.2N,29.2W,30,1008,11.03,-29.03,2004
516,517,20040919,Lisa,1800,TD,13.3N,32.4W,30,1004,13.05,-32.07,2004
517,518,20041008,Matthew,1200,TD,24.0N,95.4W,30,1007,24.0,-95.07,2004
518,519,20041010,Nicole,0,EX,30.0N,65.2W,40,1000,30.0,-65.03,2004
519,520,20041126,Otto,0,EX,28.0N,40.0W,30,1009,28.0,-40.0,2004
520,521,20050608,Arlene,1800,TD,16.9N,84.0W,25,1004,16.15,-84.0,2005
521,522,20050628,Bret,1800,TD,19.7N,95.4W,30,1006,19.12,-95.07,2005
522,523,20050703,Cindy,1800,TD,18.3N,86.7W,30,1009,18.05,-86.12,2005
523,524,20050704,Dennis,1800,TD,12.0N,60.8W,25,1010,12.0,-60.13,2005
524,525,20050711,Emily,0,TD,10.7N,42.4W,25,1010,10.12,-42.07,2005
525,526,20050721,Franklin,1800,TD,25.0N,75.0W,30,1010,25.0,-75.0,2005
526,527,20050723,Gert,1800,TD,19.3N,92.9W,25,1011,19.05,-92.15,2005
527,528,20050802,Harvey,1800,TD,28.2N,68.8W,30,1006,28.03,-68.13,2005
528,529,20050804,Irene,1800,TD,12.9N,33.5W,25,1009,12.15,-33.08,2005
529,530,20050813,Ten,1200,TD,13.3N,43.6W,25,1009,13.05,-43.1,2005
530,531,20050822,Jose,1200,TD,19.4N,94.5W,30,1006,19.07,-94.08,2005
531,532,20050823,Katrina,1800,TD,23.1N,75.1W,30,1008,23.02,-75.02,2005
532,533,20050828,Lee,1200,TD,14.0N,45.1W,25,1009,14.0,-45.02,2005
533,534,20050901,Maria,1200,TD,18.8N,45.5W,30,1008,18.13,-45.08,2005
534,535,20050905,Nate,1800,TD,28.4N,67.0W,30,1008,28.07,-67.0,2005
535,536,20050906,Ophelia,600,TD,25.8N,78.6W,25,1009,25.13,-78.1,2005
536,537,20050917,Philippe,1200,TD,13.3N,54.5W,30,1008,13.05,-54.08,2005
537,538,20050918,Rita,0,TD,21.3N,69.9W,25,1009,21.05,-69.15,2005
538,539,20050930,Nineteen,1200,TD,11.8N,32.7W,25,1009,11.13,-32.12,2005
539,540,20051001,Stan,1200,TD,18.9N,85.6W,25,1007,18.15,-85.1,2005
540,541,20051005,Tammy,600,TS,27.3N,79.7W,35,1006,27.05,-79.12,2005
541,542,20051008,Twenty-Two,600,SD,26.1N,57.4W,30,1009,26.02,-57.07,2005
542,543,20051008,Vince,600,SS,32.9N,20.6W,40,1001,32.15,-20.1,2005
543,544,20051015,Wilma,1800,TD,17.6N,78.5W,25,1004,17.1,-78.08,2005
544,545,20051022,Alpha,1200,TD,15.8N,67.5W,30,1007,15.13,-67.08,2005
545,546,20051026,Beta,1800,TD,10.4N,80.9W,30,1007,10.07,-80.15,2005
546,547,20051114,Gamma,0,TD,13.2N,62.1W,30,1007,13.03,-62.02,2005
547,548,20051119,Delta,1200,EX,27.0N,48.0W,25,1010,27.0,-48.0,2005
548,549,20051129,Epsilon,600,TS,31.5N,49.2W,45,993,31.08,-49.03,2005
549,550,20051230,Zeta,0,TD,23.9N,35.6W,30,1009,23.15,-35.1,2005
550,551,20060101,Zeta,0,TS,25.6N,38.3W,50,997,25.1,-38.05,2006
551,552,20060610,Alberto,600,TD,20.0N,85.0W,25,1004,20.0,-85.0,2006
552,553,20060718,Beryl,1200,TD,32.3N,73.3W,30,1010,32.05,-73.05,2006
553,554,20060801,Chris,0,TD,16.3N,58.1W,30,1011,16.05,-58.02,2006
554,555,20060821,Debby,1800,TD,11.6N,21.7W,30,1007,11.1,-21.12,2006
555,556,20060824,Ernesto,1800,TD,12.7N,61.6W,30,1008,12.12,-61.1,2006
556,557,20060903,Florence,1800,TD,14.1N,39.4W,30,1007,14.02,-39.07,2006
557,558,20060910,Gordon,1800,TD,20.2N,53.8W,25,1012,20.03,-53.13,2006
558,559,20060912,Helene,1200,TD,11.9N,22.0W,25,1007,11.15,-22.0,2006
559,560,20060927,Isaac,1800,TD,26.1N,52.6W,30,1012,26.02,-52.1,2006
560,561,20070506,Andrea,1200,EX,35.5N,74.0W,35,1012,35.08,-74.0,2007
561,562,20070531,Barry,0,LO,18.1N,87.0W,25,1008,18.02,-87.0,2007
562,563,20070731,Chantal,0,TD,35.5N,66.5W,30,1007,35.08,-66.08,2007
563,564,20070813,Dean,600,TD,12.2N,28.9W,30,1006,12.03,-28.15,2007
564,565,20070815,Erin,0,TD,23.7N,90.7W,25,1006,23.12,-90.12,2007
565,566,20070831,Felix,1200,TD,11.5N,56.6W,25,1009,11.08,-56.1,2007
566,567,20070908,Gabrielle,0,SS,30.1N,71.8W,40,1011,30.02,-71.13,2007
567,568,20070912,Ingrid,600,TD,13.0N,43.6W,25,1009,13.0,-43.1,2007
568,569,20070912,Humberto,600,LO,27.3N,95.0W,25,1009,27.05,-95.0,2007
569,570,20070921,Ten,1200,SD,29.1N,85.4W,30,1005,29.02,-85.07,2007
570,571,20070923,Jerry,0,SD,36.2N,46.1W,30,1008,36.03,-46.02,2007
571,572,20070925,Karen,0,TD,10.0N,35.9W,30,1006,10.0,-35.15,2007
572,573,20070925,Lorenzo,1800,TD,21.8N,94.8W,25,1009,21.13,-94.13,2007
573,574,20070928,Melissa,600,TD,14.0N,25.8W,25,1010,14.0,-25.13,2007
574,575,20071011,Fifteen,1200,TD,29.5N,52.6W,30,1011,29.08,-52.1,2007
575,576,20071024,Noel,0,LO,18.0N,60.2W,20,1010,18.0,-60.03,2007
576,577,20071210,Olga,1200,LO,18.3N,61.8W,35,1009,18.05,-61.13,2007
577,578,20080531,Arthur,0,TS,17.5N,87.5W,35,1005,17.08,-87.08,2008
578,579,20080703,Bertha,600,TD,12.7N,22.9W,30,1008,12.12,-22.15,2008
579,580,20080719,Cristobal,0,TD,31.7N,79.8W,25,1010,31.12,-79.13,2008
580,581,20080720,Dolly,1200,TS,17.8N,83.6W,40,1008,17.13,-83.1,2008
581,582,20080803,Edouard,1200,TD,28.1N,87.4W,25,1010,28.02,-87.07,2008
582,583,20080815,Fay,1200,TD,18.4N,67.4W,30,1011,18.07,-67.07,2008
583,584,20080825,Gustav,0,TD,13.5N,67.4W,25,1008,13.08,-67.07,2008
584,585,20080828,Hanna,0,TD,19.4N,57.3W,30,1007,19.07,-57.05,2008
585,586,20080901,Ike,600,TD,17.2N,37.0W,30,1006,17.03,-37.0,2008
586,587,20080902,Josephine,0,TD,12.3N,21.9W,30,1007,12.05,-21.15,2008
587,588,20080925,Kyle,0,TD,21.5N,70.0W,30,1005,21.08,-70.0,2008
588,589,20080926,Laura,0,EX,39.0N,35.0W,40,1011,39.0,-35.0,2008
589,590,20081006,Marco,0,TD,18.5N,91.7W,25,1006,18.08,-91.12,2008
590,591,20081012,Nana,600,TD,15.5N,36.6W,30,1007,15.08,-36.1,2008
591,592,20081013,Omar,600,TD,15.4N,69.0W,25,1005,15.07,-69.0,2008
592,593,20081014,Sixteen,1200,TD,15.5N,82.8W,25,1004,15.08,-82.13,2008
593,594,20081105,Paloma,1800,TD,13.7N,81.7W,25,1004,13.12,-81.12,2008
594,595,20090526,One,1800,LO,30.6N,75.4W,25,1010,30.1,-75.07,2009
595,596,20090810,Ana,600,LO,14.3N,24.0W,25,1008,14.05,-24.0,2009
596,597,20090815,Bill,600,TD,11.8N,32.0W,30,1007,11.13,-32.0,2009
597,598,20090816,Claudette,600,TD,27.0N,83.4W,30,1011,27.0,-83.07,2009
598,599,20090826,Danny,900,TS,24.3N,69.6W,40,1009,24.05,-69.1,2009
599,600,20090901,Erika,1800,TS,16.7N,57.3W,45,1007,16.12,-57.05,2009
600,601,20090907,Fred,1800,TD,11.8N,24.0W,30,1005,11.13,-24.0,2009
601,602,20090925,Eight,600,LO,14.8N,29.0W,20,1010,14.13,-29.0,2009
602,603,20090927,Grace,1800,EX,46.0N,43.2W,55,995,46.0,-43.03,2009
603,604,20091006,Henri,0,TD,15.1N,49.2W,30,1008,15.02,-49.03,2009
604,605,20091104,Ida,600,TD,11.0N,81.3W,30,1007,11.0,-81.05,2009
605,606,20100624,Alex,1800,LO,15.9N,82.0W,25,1007,15.15,-82.0,2010
606,607,20100707,Two,600,LO,21.5N,91.1W,25,1006,21.08,-91.02,2010
607,608,20100722,Bonnie,600,TD,21.5N,73.8W,30,1009,21.08,-73.13,2010
608,609,20100802,Colin,1200,TD,12.5N,40.7W,30,1007,12.08,-40.12,2010
609,610,20100810,Five,600,LO,25.7N,83.0W,25,1008,25.12,-83.0,2010
610,611,20100821,Danielle,1200,LO,10.7N,31.1W,25,1009,10.12,-31.02,2010
611,612,20100824,Earl,0,LO,12.4N,19.3W,25,1009,12.07,-19.05,2010
612,613,20100830,Fiona,0,LO,14.0N,41.8W,25,1007,14.0,-41.13,2010
613,614,20100901,Gaston,0,LO,12.2N,32.2W,25,1008,12.03,-32.03,2010
614,615,20100904,Hermine,1800,LO,17.5N,95.6W,20,1006,17.08,-95.1,2010
615,616,20100908,Igor,600,TD,14.0N,22.7W,30,1006,14.0,-22.12,2010
616,617,20100912,Julia,600,TD,12.9N,20.5W,30,1007,12.15,-20.08,2010
617,618,20100913,Karl,1800,LO,16.3N,78.5W,25,1005,16.05,-78.08,2010
618,619,20100920,Lisa,0,LO,15.2N,32.0W,25,1008,15.03,-32.0,2010
619,620,20100923,Matthew,1200,TD,13.7N,74.8W,30,1008,13.12,-74.13,2010
620,621,20100928,Nicole,0,LO,19.4N,84.1W,25,1003,19.07,-84.02,2010
621,622,20101006,Otto,600,SD,22.0N,67.2W,30,1000,22.0,-67.03,2010
622,623,20101011,Paula,0,TD,13.9N,81.8W,30,1006,13.15,-81.13,2010
623,624,20101019,Richard,1800,LO,17.2N,83.4W,30,1008,17.03,-83.07,2010
624,625,20101028,Shary,1800,TD,25.6N,61.2W,30,1006,25.1,-61.03,2010
625,626,20101029,Tomas,600,TD,9.0N,53.7W,30,1006,9.0,-53.12,2010
626,627,20110628,Arlene,600,LO,19.9N,92.8W,25,1007,19.15,-92.13,2011
627,628,20110716,Bret,600,LO,30.7N,79.7W,20,1014,30.12,-79.12,2011
628,629,20110720,Cindy,600,TD,33.0N,59.5W,30,1010,33.0,-59.08,2011
629,630,20110727,Don,600,TD,21.6N,85.7W,30,1007,21.1,-85.12,2011
630,631,20110802,Emily,0,TS,14.9N,61.4W,40,1007,14.15,-61.07,2011
631,632,20110812,Franklin,1200,LO,34.7N,66.0W,25,1011,34.12,-66.0,2011
632,633,20110813,Gert,600,LO,26.2N,58.0W,30,1013,26.03,-58.0,2011
633,634,20110819,Harvey,0,TD,15.4N,82.0W,30,1006,15.07,-82.0,2011
634,635,20110821,Irene,0,TS,15.0N,59.0W,45,1006,15.0,-59.0,2011
635,636,20110825,Ten,0,TD,12.3N,29.0W,30,1006,12.05,-29.0,2011
636,637,20110826,Jose,1200,LO,27.3N,59.0W,30,1016,27.05,-59.0,2011
637,638,20110828,Katia,0,LO,9.5N,19.0W,20,1012,9.08,-19.0,2011
638,639,20110902,Lee,0,TD,26.6N,91.4W,30,1007,26.1,-91.07,2011
639,640,20110906,Maria,1800,TD,11.5N,35.9W,30,1008,11.08,-35.15,2011
640,641,20110906,Nate,1800,LO,20.3N,93.9W,30,1006,20.05,-93.15,2011
641,642,20110920,Ophelia,600,LO,11.6N,37.0W,25,1008,11.1,-37.0,2011
642,643,20110923,Philippe,0,LO,8.3N,17.5W,20,1010,8.05,-17.08,2011
643,644,20111022,Rina,0,LO,12.7N,81.0W,25,1007,12.12,-81.0,2011
644,645,20111106,Sean,0,EX,28.5N,70.0W,45,1005,28.08,-70.0,2011
645,646,20120519,Alberto,0,LO,33.1N,77.0W,25,1010,33.02,-77.0,2012
646,647,20120525,Beryl,1200,LO,30.1N,76.1W,30,1010,30.02,-76.02,2012
647,648,20120617,Chris,0,LO,28.8N,68.8W,20,1009,28.13,-68.13,2012
648,649,20120623,Debby,1200,TS,25.5N,87.6W,35,1002,25.08,-87.1,2012
649,650,20120801,Ernesto,1200,TD,11.6N,46.7W,30,1008,11.1,-46.12,2012
650,651,20120803,Florence,600,LO,12.2N,23.1W,25,1011,12.03,-23.02,2012
651,652,20120809,Helene,1800,TD,13.7N,43.0W,30,1010,13.12,-43.0,2012
652,653,20120815,Gordon,1200,TD,27.6N,54.6W,30,1013,27.1,-54.1,2012
653,654,20120820,Isaac,1200,LO,15.7N,44.8W,25,1010,15.12,-44.13,2012
654,655,20120821,Joyce,1800,LO,10.7N,31.7W,25,1011,10.12,-31.12,2012
655,656,20120828,Kirk,1800,TD,23.9N,43.4W,30,1007,23.15,-43.07,2012
656,657,20120828,Leslie,1200,LO,12.9N,27.4W,20,1010,12.15,-27.07,2012
657,658,20120902,Michael,0,LO,28.9N,36.7W,20,1015,28.15,-36.12,2012
658,659,20120910,Nadine,1200,TD,15.5N,38.0W,25,1008,15.08,-38.0,2012
659,660,20121002,Oscar,1200,LO,12.4N,38.0W,25,1008,12.07,-38.0,2012
660,661,20121010,Patty,1800,LO,25.5N,72.5W,25,1012,25.08,-72.08,2012
661,662,20121012,Rafael,1800,TS,14.7N,62.7W,35,1006,14.12,-62.12,2012
662,663,20121021,Sandy,1800,LO,14.3N,77.4W,25,1006,14.05,-77.07,2012
663,664,20121021,Tony,1800,LO,20.1N,50.8W,25,1011,20.02,-50.13,2012
664,665,20130605,Andrea,1800,TS,25.1N,86.6W,35,1006,25.02,-86.1,2013
665,666,20130616,Barry,0,LO,12.4N,81.5W,20,1009,12.07,-81.08,2013
666,667,20130707,Chantal,1200,TS,9.3N,41.4W,35,1011,9.05,-41.07,2013
667,668,20130722,Dorian,1800,LO,11.3N,20.0W,25,1009,11.05,-20.0,2013
668,669,20130815,Erin,0,TD,13.9N,23.3W,30,1008,13.15,-23.05,2013
669,670,20130825,Fernand,1200,TD,18.7N,94.2W,30,1006,18.12,-94.03,2013
670,671,20130904,Gabrielle,1800,TD,16.2N,65.9W,30,1010,16.03,-65.15,2013
671,672,20130906,Eight,1200,TD,22.4N,97.4W,30,1009,22.07,-97.07,2013
672,673,20130908,Humberto,0,LO,13.0N,17.6W,25,1009,13.0,-17.1,2013
673,674,20130912,Ingrid,600,LO,19.3N,92.2W,25,1006,19.05,-92.03,2013
674,675,20130928,Jerry,0,LO,21.1N,50.0W,30,1012,21.02,-50.0,2013
675,676,20131003,Karen,600,TS,21.5N,86.8W,45,1006,21.08,-86.13,2013
676,677,20131021,Lorenzo,600,TD,27.6N,55.9W,30,1012,27.1,-55.15,2013
677,678,20131117,Melissa,0,EX,23.9N,52.4W,35,1006,23.15,-52.07,2013
678,679,20140628,Arthur,1800,LO,32.0N,78.2W,20,1017,32.0,-78.03,2014
679,680,20140719,Two,1200,LO,9.0N,29.0W,20,1012,9.0,-29.0,2014
680,681,20140729,Bertha,600,LO,9.6N,37.1W,25,1013,9.1,-37.02,2014
681,682,20140823,Cristobal,1800,TD,21.5N,72.2W,30,1005,21.08,-72.03,2014
682,683,20140901,Dolly,1200,LO,19.2N,92.3W,25,1009,19.03,-92.05,2014
683,684,20140910,Edouard,1800,LO,13.7N,33.2W,25,1009,13.12,-33.03,2014
684,685,20141010,Fay,0,LO,22.0N,61.2W,35,1007,22.0,-61.03,2014
685,686,20141011,Gonzalo,1800,LO,16.4N,54.9W,25,1010,16.07,-54.15,2014
686,687,20141021,Hanna,0,LO,19.5N,95.3W,25,1002,19.08,-95.05,2014
687,688,20150506,Ana,600,LO,26.8N,79.2W,25,1016,26.13,-79.03,2015
688,689,20150616,Bill,0,TS,27.0N,94.3W,45,1005,27.0,-94.05,2015
689,690,20150712,Claudette,0,LO,35.4N,75.4W,25,1010,35.07,-75.07,2015
690,691,20150817,Danny,0,LO,9.6N,29.3W,25,1011,9.1,-29.05,2015
691,692,20150824,Erika,1800,TS,14.3N,45.1W,40,1003,14.05,-45.02,2015
692,693,20150830,Fred,0,TD,11.6N,17.5W,30,1007,11.1,-17.08,2015
693,694,20150905,Grace,600,TD,12.0N,23.1W,25,1010,12.0,-23.02,2015
694,695,20150908,Henri,600,LO,31.1N,62.2W,20,1014,31.02,-62.03,2015
695,696,20150915,Nine,0,LO,11.5N,40.3W,20,1011,11.08,-40.05,2015
696,697,20150915,Ida,1200,LO,9.4N,24.2W,25,1010,9.07,-24.03,2015
697,698,20150926,Joaquin,1800,LO,26.8N,68.7W,20,1011,26.13,-68.12,2015
698,699,20151108,Kate,1800,TD,22.2N,71.5W,30,1010,22.03,-71.08,2015
699,700,20160107,Alex,0,EX,26.6N,75.3W,40,1010,26.1,-75.05,2016
700,701,20160527,Bonnie,600,LO,27.2N,72.1W,30,1010,27.03,-72.02,2016
701,702,20160605,Colin,1200,TD,21.6N,88.0W,30,1005,21.1,-88.0,2016
702,703,20160618,Danielle,1800,LO,19.4N,91.6W,25,1010,19.07,-91.1,2016
703,704,20160802,Earl,600,TS,16.3N,77.5W,40,1004,16.05,-77.08,2016
704,705,20160816,Fiona,1800,TD,12.0N,32.2W,25,1009,12.0,-32.03,2016
705,706,20160821,Gaston,1200,LO,11.0N,19.4W,20,1009,11.0,-19.07,2016
706,707,20160827,Eight,0,LO,30.7N,65.0W,20,1012,30.12,-65.0,2016
707,708,20160828,Hermine,1800,TD,23.8N,81.4W,30,1009,23.13,-81.07,2016
708,709,20160912,Ian,0,LO,20.0N,48.5W,35,1007,20.0,-48.08,2016
709,710,20160913,Julia,600,TD,27.3N,80.2W,30,1010,27.05,-80.03,2016
710,711,20160912,Karl,1800,LO,13.1N,19.0W,20,1010,13.02,-19.0,2016
711,712,20160919,Lisa,600,LO,13.2N,26.7W,25,1008,13.03,-26.12,2016
712,713,20160928,Matthew,1200,TS,13.4N,59.8W,50,1009,13.07,-59.13,2016
713,714,20161004,Nicole,600,TS,23.2N,59.8W,35,1007,23.03,-59.13,2016
714,715,20161117,Otto,1800,LO,12.5N,80.7W,20,1006,12.08,-80.12,2016
715,716,20170416,Arlene,600,EX,35.8N,50.3W,55,992,35.13,-50.05,2017
716,717,20170618,Bret,1800,DB,7.5N,49.6W,30,1008,7.08,-49.1,2017
717,718,20170619,Cindy,1800,DB,23.6N,88.6W,35,1003,23.1,-88.1,2017
718,719,20170705,Four,1200,LO,11.8N,35.9W,20,1010,11.13,-35.15,2017
719,720,20170717,Don,0,LO,10.3N,47.7W,25,1011,10.05,-47.12,2017
720,721,20170730,Emily,1800,TD,28.4N,85.4W,30,1009,28.07,-85.07,2017
721,722,20170806,Franklin,1800,LO,15.5N,81.5W,30,1008,15.08,-81.08,2017
722,723,20170812,Gert,0,LO,22.4N,66.8W,25,1013,22.07,-66.13,2017
723,724,20170816,Harvey,600,LO,13.7N,45.8W,25,1013,13.12,-45.13,2017
724,725,20170830,Irma,0,TD,16.1N,26.9W,30,1008,16.02,-26.15,2017
725,726,20170904,Jose,600,LO,9.3N,33.5W,20,1010,9.05,-33.08,2017
726,727,20170905,Katia,1200,TD,22.2N,97.2W,25,1010,22.03,-97.03,2017
727,728,20170914,Lee,1800,TD,10.4N,23.1W,25,1011,10.07,-23.02,2017
728,729,20170916,Maria,1200,TD,12.2N,49.7W,30,1006,12.03,-49.12,2017
729,730,20171003,Nate,1200,LO,10.7N,80.8W,20,1008,10.12,-80.13,2017
730,731,20171006,Ophelia,1200,LO,31.8N,39.5W,20,1013,31.13,-39.08,2017
731,732,20171027,Philippe,1800,DB,17.5N,84.2W,30,1006,17.08,-84.03,2017
732,733,20171104,Rina,1200,LO,25.5N,52.3W,25,1013,25.08,-52.05,2017
733,734,20180525,Alberto,1200,SD,18.8N,87.1W,30,1006,18.13,-87.02,2018
734,735,20180704,Beryl,1200,TD,10.0N,34.9W,30,1008,10.0,-34.15,2018
735,736,20180705,Chris,600,LO,30.7N,68.5W,20,1021,30.12,-68.08,2018
736,737,20180802,Debby,1800,EX,41.2N,33.7W,30,1012,41.03,-33.12,2018
737,738,20180815,Ernesto,0,LO,36.9N,45.5W,30,1011,36.15,-45.08,2018
738,739,20180830,Florence,600,LO,12.8N,16.9W,20,1008,12.13,-16.15,2018
739,740,20180902,Gordon,1800,DB,22.4N,77.0W,25,1012,22.07,-77.0,2018
740,741,20180907,Helene,1200,TD,13.4N,16.8W,30,1004,13.07,-16.13,2018
741,742,20180907,Isaac,1200,TD,13.5N,35.0W,30,1007,13.08,-35.0,2018
742,743,20180912,Joyce,0,EX,37.0N,39.8W,45,1012,37.0,-39.13,2018
743,744,20180921,Eleven,1800,TD,12.9N,52.5W,30,1008,12.15,-52.08,2018
744,745,20180922,Kirk,600,TD,7.7N,21.8W,30,1007,7.12,-21.13,2018
745,746,20180922,Leslie,0,EX,35.0N,45.0W,25,1008,35.0,-45.0,2018
746,747,20181006,Michael,1800,LO,17.8N,86.6W,25,1006,17.13,-86.1,2018
747,748,20181008,Nadine,1200,LO,9.3N,26.7W,25,1009,9.05,-26.12,2018
748,749,20181026,Oscar,1800,SS,25.4N,45.3W,35,1006,25.07,-45.05,2018
749,750,20190520,Andrea,1800,SS,28.1N,68.6W,35,1008,28.02,-68.1,2019
750,751,20190710,Barry,1200,DB,28.5N,86.5W,25,1009,28.08,-86.08,2019
751,752,20190722,Three,1200,TD,24.6N,77.4W,25,1013,24.1,-77.07,2019
752,753,20190820,Chantal,1800,TD,40.1N,59.7W,30,1008,40.02,-59.12,2019
753,754,20190824,Dorian,600,TD,10.3N,46.4W,25,1011,10.05,-46.07,2019
754,755,20190826,Erin,1200,TD,31.7N,72.7W,30,1010,31.12,-72.12,2019
755,756,20190903,Fernand,600,DB,23.6N,94.0W,30,1006,23.1,-94.0,2019
756,757,20190903,Gabrielle,0,LO,16.1N,30.1W,25,1007,16.02,-30.02,2019
757,758,20190912,Humberto,1200,LO,23.0N,74.2W,25,1010,23.0,-74.03,2019
758,759,20190917,Jerry,0,LO,12.6N,42.6W,25,1009,12.1,-42.1,2019
759,760,20190917,Imelda,1200,TD,28.3N,95.7W,30,1008,28.05,-95.12,2019
760,761,20190922,Karen,0,TD,11.5N,58.8W,30,1007,11.08,-58.13,2019
761,762,20190922,Lorenzo,1800,LO,10.9N,18.8W,25,1008,10.15,-18.13,2019
762,763,20191008,Melissa,1800,EX,35.0N,74.1W,40,1009,35.0,-74.02,2019
763,764,20191014,Fifteen,1200,TD,12.6N,19.3W,30,1006,12.1,-19.05,2019
764,765,20191017,Nestor,1200,DB,22.2N,95.7W,35,1007,22.03,-95.12,2019
765,766,20191025,Olga,1200,TS,24.7N,94.8W,35,1004,24.12,-94.13,2019
766,767,20191023,Pablo,1800,EX,40.0N,38.3W,40,1000,40.0,-38.05,2019
767,768,20191027,Rebekah,0,EX,40.5N,51.5W,35,1004,40.08,-51.08,2019
768,769,20191119,Sebastien,600,TS,19.4N,58.1W,35,1006,19.07,-58.02,2019
