,name,year,hurricane_id,time,status,max_wind,air_pressure,latitude,longitude,norm_damage_usd,damage_usd,name_year
19422,Ike,2008,586,1800,TS,50,990,31.12,-95.05,35,38,Ike_2008
19413,Ike,2008,586,0,HU,65,973,23.02,-84.0,35,38,Ike_2008
19402,Ike,2008,586,600,HU,85,0,25.02,-87.02,35,38,Ike_2008
19446,Ike,2008,586,600,HU,125,0,22.07,-55.0,35,38,Ike_2008
19444,Ike,2008,586,1800,HU,75,966,21.02,-51.15,35,38,Ike_2008
19423,Ike,2008,586,0,TS,35,996,33.08,-94.15,35,38,Ike_2008
19408,Ike,2008,586,1800,HU,65,1012,22.12,-83.05,35,38,Ike_2008
19424,Ike,2008,586,600,TS,35,1007,35.08,-93.12,35,38,Ike_2008
19450,Ike,2008,586,1800,HU,115,0,23.07,-57.12,35,38,Ike_2008
19407,Ike,2008,586,600,HU,70,0,22.0,-81.07,35,38,Ike_2008
19411,Ike,2008,586,0,HU,70,1000,21.08,-80.05,35,38,Ike_2008
19428,Ike,2008,586,600,EX,40,1000,45.13,-75.05,35,38,Ike_2008
19454,Ike,2008,586,0,HU,115,997,21.03,-70.05,35,38,Ike_2008
19429,Ike,2008,586,1200,EX,35,987,47.03,-71.02,35,38,Ike_2008
19433,Ike,2008,586,200,HU,115,971,21.02,-75.12,35,38,Ike_2008
19425,Ike,2008,586,1200,EX,40,1006,37.1,-91.0,35,38,Ike_2008
19453,Ike,2008,586,600,HU,115,0,21.02,-71.1,35,38,Ike_2008
19461,Ike,2008,586,600,HU,115,0,23.1,-60.07,35,38,Ike_2008
19455,Ike,2008,586,1800,HU,115,1000,21.08,-69.0,35,38,Ike_2008
19414,Ike,2008,586,0,HU,85,0,26.02,-90.0,35,38,Ike_2008
19445,Ike,2008,586,0,HU,105,0,21.13,-53.08,35,38,Ike_2008
19421,Ike,2008,586,1200,HU,85,999,30.05,-95.03,35,38,Ike_2008
19403,Ike,2008,586,0,HU,85,0,24.12,-86.07,35,38,Ike_2008
19449,Ike,2008,586,0,HU,115,0,23.1,-59.0,35,38,Ike_2008
19412,Ike,2008,586,1800,HU,85,988,25.13,-88.15,35,38,Ike_2008
19439,Ike,2008,586,1200,TS,50,970,18.12,-44.05,35,38,Ike_2008
19435,Ike,2008,586,1200,TS,35,1010,17.05,-38.07,35,38,Ike_2008
19448,Ike,2008,586,0,TS,55,995,19.13,-47.05,35,38,Ike_2008
19459,Ike,2008,586,1800,HU,100,0,23.03,-63.07,35,38,Ike_2008
19430,Ike,2008,586,600,HU,90,1002,26.07,-91.02,35,38,Ike_2008
19419,Ike,2008,586,600,HU,95,1010,29.02,-94.1,35,38,Ike_2008
19401,Ike,2008,586,1200,HU,80,0,23.13,-85.03,35,38,Ike_2008
19420,Ike,2008,586,700,HU,95,0,29.05,-94.12,35,38,Ike_2008
19438,Ike,2008,586,600,TS,45,1007,18.03,-42.13,35,38,Ike_2008
19418,Ike,2008,586,0,HU,95,0,28.05,-94.0,35,38,Ike_2008
19442,Ike,2008,586,600,TS,55,979,20.03,-48.13,35,38,Ike_2008
19417,Ike,2008,586,1800,HU,95,0,27.08,-93.03,35,38,Ike_2008
19440,Ike,2008,586,1800,TS,55,975,19.05,-45.13,35,38,Ike_2008
19436,Ike,2008,586,1800,TS,45,994,17.08,-39.15,35,38,Ike_2008
19404,Ike,2008,586,1800,HU,85,0,24.03,-85.13,35,38,Ike_2008
19460,Ike,2008,586,1200,HU,105,0,23.08,-61.15,35,38,Ike_2008
19458,Ike,2008,586,0,HU,100,1008,22.13,-64.15,35,38,Ike_2008
19405,Ike,2008,586,1200,HU,85,0,25.08,-88.0,35,38,Ike_2008
19416,Ike,2008,586,1200,HU,95,1006,26.15,-92.03,35,38,Ike_2008
19437,Ike,2008,586,0,TS,45,1000,17.13,-41.05,35,38,Ike_2008
19434,Ike,2008,586,600,TD,30,993,17.03,-37.0,35,38,Ike_2008
19441,Ike,2008,586,600,HU,100,0,21.02,-76.08,35,38,Ike_2008
19431,Ike,2008,586,1200,HU,85,0,21.02,-77.13,35,38,Ike_2008
18150,Wilma,2005,544,1200,HU,65,1007,16.03,-80.05,31,27,Wilma_2005
18113,Wilma,2005,544,1800,HU,105,0,28.0,-78.13,31,27,Wilma_2005
18130,Wilma,2005,544,0,TD,25,1005,17.1,-78.13,31,27,Wilma_2005
18148,Wilma,2005,544,1800,HU,130,0,18.1,-85.08,31,27,Wilma_2005
18138,Wilma,2005,544,600,TS,60,980,15.12,-79.15,31,27,Wilma_2005
18117,Wilma,2005,544,0,HU,110,0,30.02,-76.0,31,27,Wilma_2005
18108,Wilma,2005,544,1800,HU,90,0,23.02,-85.07,31,27,Wilma_2005
18143,Wilma,2005,544,1200,HU,160,1012,17.05,-82.13,31,27,Wilma_2005
18134,Wilma,2005,544,0,TD,30,957,17.07,-79.1,31,27,Wilma_2005
18146,Wilma,2005,544,600,HU,130,0,18.02,-84.12,31,27,Wilma_2005
18131,Wilma,2005,544,600,TD,30,994,17.08,-79.0,31,27,Wilma_2005
18133,Wilma,2005,544,1800,TD,30,1004,17.08,-79.07,31,27,Wilma_2005
18126,Wilma,2005,544,1200,HU,90,1009,36.13,-67.15,31,27,Wilma_2005
18147,Wilma,2005,544,1200,HU,130,0,18.05,-85.03,31,27,Wilma_2005
18142,Wilma,2005,544,600,HU,150,0,17.0,-82.03,31,27,Wilma_2005
18135,Wilma,2005,544,600,TS,35,1000,16.15,-79.1,31,27,Wilma_2005
18129,Wilma,2005,544,1800,TD,25,1004,17.1,-78.08,31,27,Wilma_2005
18140,Wilma,2005,544,1800,HU,75,965,16.1,-81.02,31,27,Wilma_2005
18119,Wilma,2005,544,1800,HU,75,1006,40.08,-63.08,31,27,Wilma_2005
18145,Wilma,2005,544,0,HU,135,0,17.15,-84.0,31,27,Wilma_2005
18121,Wilma,2005,544,600,EX,55,940,44.0,-57.08,31,27,Wilma_2005
18120,Wilma,2005,544,0,EX,60,1006,42.08,-60.0,31,27,Wilma_2005
18141,Wilma,2005,544,0,HU,130,0,16.1,-81.13,31,27,Wilma_2005
18144,Wilma,2005,544,1800,HU,140,0,17.07,-83.07,31,27,Wilma_2005
18111,Wilma,2005,544,1800,HU,85,991,21.05,-87.02,31,27,Wilma_2005
18132,Wilma,2005,544,1200,TD,30,1007,17.08,-79.03,31,27,Wilma_2005
18116,Wilma,2005,544,2145,HU,130,0,20.1,-86.13,31,27,Wilma_2005
18107,Wilma,2005,544,1200,HU,100,1006,21.0,-87.02,31,27,Wilma_2005
18125,Wilma,2005,544,1800,HU,120,0,20.05,-86.12,31,27,Wilma_2005
18137,Wilma,2005,544,0,TS,55,1000,15.13,-79.15,31,27,Wilma_2005
18103,Wilma,2005,544,1200,HU,85,0,22.07,-86.02,31,27,Wilma_2005
18106,Wilma,2005,544,600,HU,110,900,20.13,-87.0,31,27,Wilma_2005
18105,Wilma,2005,544,0,HU,85,0,21.1,-87.0,31,27,Wilma_2005
18118,Wilma,2005,544,600,HU,100,984,33.05,-72.0,31,27,Wilma_2005
18149,Wilma,2005,544,0,HU,130,975,19.02,-85.13,31,27,Wilma_2005
18139,Wilma,2005,544,1800,TS,45,987,16.0,-79.13,31,27,Wilma_2005
18122,Wilma,2005,544,1200,EX,50,1010,45.0,-55.0,31,27,Wilma_2005
18109,Wilma,2005,544,330,HU,115,968,20.13,-86.15,31,27,Wilma_2005
18110,Wilma,2005,544,0,HU,120,0,20.1,-86.13,31,27,Wilma_2005
18136,Wilma,2005,544,1200,TS,40,1005,16.05,-79.12,31,27,Wilma_2005
18124,Wilma,2005,544,600,HU,110,959,25.0,-83.02,31,27,Wilma_2005
18123,Wilma,2005,544,1800,EX,40,1000,45.08,-52.0,31,27,Wilma_2005
18127,Wilma,2005,544,600,HU,130,0,19.08,-86.02,31,27,Wilma_2005
18104,Wilma,2005,544,600,HU,85,1012,21.13,-86.13,31,27,Wilma_2005
18128,Wilma,2005,544,1200,HU,125,0,20.02,-86.07,31,27,Wilma_2005
18115,Wilma,2005,544,1200,HU,95,993,26.03,-81.0,31,27,Wilma_2005
18112,Wilma,2005,544,0,HU,95,0,24.0,-84.05,31,27,Wilma_2005
18114,Wilma,2005,544,1030,HU,105,0,25.15,-81.12,31,27,Wilma_2005
23591,Irma,2017,725,0,HU,125,1001,16.1,-55.02,31,77,Irma_2017
23598,Irma,2017,725,1200,HU,100,1000,17.15,-47.15,31,77,Irma_2017
23534,Irma,2017,725,1200,HU,110,0,22.12,-79.05,31,77,Irma_2017
23549,Irma,2017,725,1200,TS,50,960,29.1,-82.12,31,77,Irma_2017
23594,Irma,2017,725,1200,HU,110,1007,16.13,-52.1,31,77,Irma_2017
23581,Irma,2017,725,600,HU,100,975,19.02,-41.02,31,77,Irma_2017
23593,Irma,2017,725,1800,HU,115,0,16.12,-53.15,31,77,Irma_2017
23555,Irma,2017,725,600,HU,65,0,28.03,-82.03,31,77,Irma_2017
23597,Irma,2017,725,1800,HU,100,999,17.1,-49.03,31,77,Irma_2017
23595,Irma,2017,725,600,HU,105,0,17.0,-51.08,31,77,Irma_2017
23554,Irma,2017,725,0,HU,80,0,26.13,-81.12,31,77,Irma_2017
23580,Irma,2017,725,0,HU,100,0,19.02,-39.12,31,77,Irma_2017
23575,Irma,2017,725,1800,HU,95,1010,17.02,-34.03,31,77,Irma_2017
23579,Irma,2017,725,1800,HU,100,1004,18.13,-38.08,31,77,Irma_2017
23596,Irma,2017,725,0,HU,100,0,17.05,-50.07,31,77,Irma_2017
23578,Irma,2017,725,1200,HU,100,1006,18.07,-37.05,31,77,Irma_2017
23577,Irma,2017,725,600,HU,100,1009,17.15,-36.02,31,77,Irma_2017
23576,Irma,2017,725,0,HU,100,988,17.08,-35.02,31,77,Irma_2017
23545,Irma,2017,725,1800,HU,95,0,23.02,-80.03,31,77,Irma_2017
23539,Irma,2017,725,1200,HU,135,1004,21.13,-74.12,31,77,Irma_2017
23573,Irma,2017,725,0,TS,55,1008,16.05,-31.12,31,77,Irma_2017
23566,Irma,2017,725,1200,LO,20,1001,33.13,-86.15,31,77,Irma_2017
23567,Irma,2017,725,1115,HU,155,0,18.02,-63.02,31,77,Irma_2017
23550,Irma,2017,725,1200,HU,115,965,24.08,-81.08,31,77,Irma_2017
23551,Irma,2017,725,1300,HU,115,0,24.12,-81.08,31,77,Irma_2017
23535,Irma,2017,725,600,HU,130,959,22.07,-78.05,31,77,Irma_2017
23568,Irma,2017,725,1200,HU,155,1013,18.02,-63.05,31,77,Irma_2017
23565,Irma,2017,725,1630,HU,155,0,18.08,-64.07,31,77,Irma_2017
23564,Irma,2017,725,600,HU,115,0,23.12,-81.05,31,77,Irma_2017
23587,Irma,2017,725,0,HU,155,0,17.05,-60.1,31,77,Irma_2017
23589,Irma,2017,725,1200,HU,150,0,16.12,-57.13,31,77,Irma_2017
23546,Irma,2017,725,0,HU,150,0,19.03,-66.03,31,77,Irma_2017
23563,Irma,2017,725,1800,HU,150,0,18.1,-64.12,31,77,Irma_2017
23540,Irma,2017,725,0,HU,140,0,21.02,-71.13,31,77,Irma_2017
23557,Irma,2017,725,0,TS,35,1013,31.15,-84.07,31,77,Irma_2017
23599,Irma,2017,725,600,HU,95,1004,18.03,-46.12,31,77,Irma_2017
23544,Irma,2017,725,600,HU,145,0,19.12,-67.1,31,77,Irma_2017
23588,Irma,2017,725,1800,HU,155,0,16.15,-59.03,31,77,Irma_2017
23547,Irma,2017,725,600,HU,135,990,21.08,-73.03,31,77,Irma_2017
23574,Irma,2017,725,600,HU,65,1007,16.07,-32.08,31,77,Irma_2017
23538,Irma,2017,725,1800,HU,140,996,22.0,-76.0,31,77,Irma_2017
23536,Irma,2017,725,300,HU,145,1003,22.05,-77.15,31,77,Irma_2017
23537,Irma,2017,725,0,HU,145,0,22.02,-77.03,31,77,Irma_2017
23541,Irma,2017,725,500,HU,135,990,21.08,-73.0,31,77,Irma_2017
23558,Irma,2017,725,600,LO,25,970,32.15,-85.1,31,77,Irma_2017
23542,Irma,2017,725,1800,HU,145,0,20.12,-70.07,31,77,Irma_2017
23592,Irma,2017,725,600,HU,155,0,17.12,-61.15,31,77,Irma_2017
23548,Irma,2017,725,0,HU,100,974,23.07,-80.15,31,77,Irma_2017
23586,Irma,2017,725,545,HU,155,1005,17.12,-61.13,31,77,Irma_2017
23571,Irma,2017,725,1200,TS,45,980,16.05,-29.12,31,77,Irma_2017
23585,Irma,2017,725,1800,HU,95,1006,18.12,-44.02,31,77,Irma_2017
23584,Irma,2017,725,0,HU,95,1007,18.08,-45.08,31,77,Irma_2017
23582,Irma,2017,725,1200,HU,95,1008,18.15,-42.1,31,77,Irma_2017
23553,Irma,2017,725,1930,HU,100,0,25.15,-81.12,31,77,Irma_2017
23552,Irma,2017,725,1800,HU,100,0,25.1,-81.12,31,77,Irma_2017
23569,Irma,2017,725,0,TD,30,1009,16.02,-26.15,31,77,Irma_2017
23556,Irma,2017,725,1800,TS,45,966,30.15,-83.08,31,77,Irma_2017
23570,Irma,2017,725,600,TS,35,1005,16.03,-28.05,31,77,Irma_2017
23543,Irma,2017,725,1200,HU,145,1012,20.03,-69.0,31,77,Irma_2017
23560,Irma,2017,725,0,LO,15,986,35.1,-88.15,31,77,Irma_2017
23583,Irma,2017,725,1200,HU,80,1012,16.12,-33.07,31,77,Irma_2017
23590,Irma,2017,725,600,HU,135,0,16.1,-56.07,31,77,Irma_2017
23559,Irma,2017,725,1800,LO,15,1010,34.13,-88.02,31,77,Irma_2017
23561,Irma,2017,725,600,LO,15,998,36.03,-89.08,31,77,Irma_2017
23562,Irma,2017,725,1200,LO,15,976,36.13,-90.02,31,77,Irma_2017
23572,Irma,2017,725,1800,TS,50,986,16.05,-30.13,31,77,Irma_2017
16895,Charley,2004,508,600,TS,35,1005,12.15,-65.05,26,16,Charley_2004
16896,Charley,2004,508,1200,TS,40,983,13.13,-67.1,26,16,Charley_2004
16886,Charley,2004,508,600,EX,35,1000,39.05,-73.13,26,16,Charley_2004
16880,Charley,2004,508,2045,HU,125,0,26.15,-82.02,26,16,Charley_2004
16889,Charley,2004,508,0,EX,40,971,36.15,-75.15,26,16,Charley_2004
16893,Charley,2004,508,1200,TD,30,1002,11.07,-59.03,26,16,Charley_2004
16899,Charley,2004,508,600,TS,55,1007,16.0,-73.12,26,16,Charley_2004
16898,Charley,2004,508,1800,TD,30,986,11.12,-61.02,26,16,Charley_2004
16878,Charley,2004,508,1800,HU,125,0,26.02,-82.07,26,16,Charley_2004
16894,Charley,2004,508,0,TD,30,988,12.03,-63.03,26,16,Charley_2004
16904,Charley,2004,508,0,TS,55,1009,15.1,-71.13,26,16,Charley_2004
16897,Charley,2004,508,1800,TS,45,1005,14.15,-69.13,26,16,Charley_2004
16885,Charley,2004,508,1800,TS,60,950,34.08,-78.02,26,16,Charley_2004
16881,Charley,2004,508,0,HU,75,0,28.02,-81.1,26,16,Charley_2004
16887,Charley,2004,508,1200,EX,30,975,41.03,-71.02,26,16,Charley_2004
16892,Charley,2004,508,0,HU,90,985,21.12,-82.03,26,16,Charley_2004
16903,Charley,2004,508,600,HU,75,990,18.03,-79.05,26,16,Charley_2004
16884,Charley,2004,508,1600,HU,65,978,33.13,-78.12,26,16,Charley_2004
16883,Charley,2004,508,1200,HU,65,987,32.05,-79.12,26,16,Charley_2004
16876,Charley,2004,508,600,HU,105,957,23.0,-82.1,26,16,Charley_2004
16905,Charley,2004,508,1200,HU,80,1003,19.03,-80.12,26,16,Charley_2004
16891,Charley,2004,508,1800,HU,90,1009,20.08,-81.1,26,16,Charley_2004
16890,Charley,2004,508,430,HU,105,983,22.12,-82.1,26,16,Charley_2004
16879,Charley,2004,508,1945,HU,130,0,26.1,-82.03,26,16,Charley_2004
16902,Charley,2004,508,0,HU,65,979,17.07,-78.02,26,16,Charley_2004
16882,Charley,2004,508,1400,HU,70,974,33.0,-79.07,26,16,Charley_2004
16877,Charley,2004,508,1200,HU,95,1000,24.07,-82.15,26,16,Charley_2004
16888,Charley,2004,508,600,HU,75,949,30.02,-80.13,26,16,Charley_2004
16901,Charley,2004,508,1800,HU,65,945,16.12,-76.13,26,16,Charley_2004
16900,Charley,2004,508,1200,TS,60,974,16.05,-75.07,26,16,Charley_2004
5814,Camille,1969,162,1200,HU,75,0,32.0,-89.15,26,1,Camille_1969
5800,Camille,1969,162,0,TS,35,990,34.12,-90.0,26,1,Camille_1969
5799,Camille,1969,162,1800,TS,50,0,33.07,-90.02,26,1,Camille_1969
5833,Camille,1969,162,1200,HU,140,952,27.0,-88.05,26,1,Camille_1969
5815,Camille,1969,162,1200,TD,30,0,37.03,-77.05,26,1,Camille_1969
5817,Camille,1969,162,0,HU,90,985,22.05,-84.07,26,1,Camille_1969
5835,Camille,1969,162,2200,HU,95,0,21.15,-84.05,26,1,Camille_1969
5832,Camille,1969,162,600,HU,145,952,26.0,-87.12,26,1,Camille_1969
5801,Camille,1969,162,600,TD,30,0,36.0,-89.05,26,1,Camille_1969
5808,Camille,1969,162,0,TS,50,938,36.12,-73.1,26,1,Camille_1969
5802,Camille,1969,162,1200,TD,30,0,37.0,-88.0,26,1,Camille_1969
5803,Camille,1969,162,1800,TD,25,0,37.1,-86.0,26,1,Camille_1969
5804,Camille,1969,162,0,TD,25,971,37.1,-84.0,26,1,Camille_1969
5805,Camille,1969,162,600,TD,25,985,37.07,-80.1,26,1,Camille_1969
5806,Camille,1969,162,1200,TS,60,0,37.02,-68.02,26,1,Camille_1969
5828,Camille,1969,162,600,HU,105,0,23.02,-85.03,26,1,Camille_1969
5809,Camille,1969,162,600,TS,55,0,36.12,-70.15,26,1,Camille_1969
5810,Camille,1969,162,1800,TS,60,0,37.13,-64.12,26,1,Camille_1969
5811,Camille,1969,162,0,TS,55,0,39.03,-61.13,26,1,Camille_1969
5812,Camille,1969,162,600,TS,45,1001,40.13,-58.03,26,1,Camille_1969
5813,Camille,1969,162,1200,EX,35,0,43.0,-54.0,26,1,Camille_1969
5825,Camille,1969,162,1200,HU,90,0,20.1,-83.13,26,1,Camille_1969
5829,Camille,1969,162,1200,HU,130,0,23.13,-86.0,26,1,Camille_1969
5819,Camille,1969,162,0,TD,30,0,18.05,-79.12,26,1,Camille_1969
5827,Camille,1969,162,600,HU,65,0,20.0,-83.05,26,1,Camille_1969
5826,Camille,1969,162,1800,HU,95,1012,21.05,-84.02,26,1,Camille_1969
5834,Camille,1969,162,1800,HU,135,0,28.03,-88.12,26,1,Camille_1969
5823,Camille,1969,162,0,TS,55,1005,19.08,-82.12,26,1,Camille_1969
5807,Camille,1969,162,1800,TS,45,963,37.0,-75.05,26,1,Camille_1969
5822,Camille,1969,162,1800,TS,50,0,19.02,-82.0,26,1,Camille_1969
5831,Camille,1969,162,0,HU,150,0,25.03,-87.03,26,1,Camille_1969
5824,Camille,1969,162,400,HU,150,0,30.05,-89.07,26,1,Camille_1969
5830,Camille,1969,162,1800,HU,150,1006,24.05,-86.1,26,1,Camille_1969
5821,Camille,1969,162,1200,TS,45,963,18.13,-81.05,26,1,Camille_1969
5816,Camille,1969,162,600,HU,115,996,30.12,-89.1,26,1,Camille_1969
5818,Camille,1969,162,0,HU,140,0,29.07,-89.0,26,1,Camille_1969
5820,Camille,1969,162,600,TS,35,0,18.08,-80.08,26,1,Camille_1969
6801,Agnes,1972,192,1800,HU,65,988,29.1,-85.1,26,2,Agnes_1972
6803,Agnes,1972,192,600,TD,30,1013,31.07,-84.12,26,2,Agnes_1972
6799,Agnes,1972,192,1800,TD,30,997,32.15,-82.13,26,2,Agnes_1972
